,Year,Team,Wins,Losses,Percent,Games Back,PPG,OPPG,SRS
337,2021,Golden State Warriors,39,33,.542,13.0,113.7,112.7,1.10
338,2021,Memphis Grizzlies,38,34,.528,14.0,113.3,112.3,1.07
339,2021,San Antonio Spurs,33,39,.458,19.0,111.1,112.8,-1.58
340,2021,New Orleans Pelicans,31,41,.431,21.0,114.6,114.9,-0.20
341,2021,Sacramento Kings,31,41,.431,21.0,113.7,117.4,-3.45
342,2021,Minnesota Timberwolves,23,49,.319,29.0,112.1,117.7,-5.25
343,2021,Oklahoma City Thunder,22,50,.306,30.0,105.0,115.6,-10.13
344,2021,Houston Rockets,17,55,.236,35.0,108.8,116.7,-7.50
345,2021,Utah Jazz,52,20,.722,—,116.4,107.2,8.97
346,2021,Phoenix Suns,51,21,.708,1.0,115.3,109.5,5.67
347,2021,Denver Nuggets,47,25,.653,5.0,115.1,110.1,4.82
348,2021,Los Angeles Clippers,47,25,.653,5.0,114.0,107.8,6.02
349,2021,Dallas Mavericks,42,30,.583,10.0,112.4,110.2,2.26
350,2021,Portland Trail Blazers,42,30,.583,10.0,116.1,114.3,1.81
351,2021,Los Angeles Lakers,42,30,.583,10.0,109.5,106.8,2.77
352,2021,Golden State Warriors,39,33,.542,13.0,113.7,112.7,1.10
353,2021,Memphis Grizzlies,38,34,.528,14.0,113.3,112.3,1.07
354,2021,San Antonio Spurs,33,39,.458,19.0,111.1,112.8,-1.58
355,2021,New Orleans Pelicans,31,41,.431,21.0,114.6,114.9,-0.20
356,2021,Sacramento Kings,31,41,.431,21.0,113.7,117.4,-3.45
357,2021,Minnesota Timberwolves,23,49,.319,29.0,112.1,117.7,-5.25
358,2021,Oklahoma City Thunder,22,50,.306,30.0,105.0,115.6,-10.13
359,2021,Houston Rockets,17,55,.236,35.0,108.8,116.7,-7.50
360,2020,Milwaukee Bucks,56,17,.767,—,118.7,108.6,9.41
361,2020,Toronto Raptors,53,19,.736,2.5,112.8,106.5,5.97
362,2020,Boston Celtics,48,24,.667,7.5,113.7,107.3,5.83
363,2020,Indiana Pacers,45,28,.616,11.0,109.4,107.5,1.63
364,2020,Miami Heat,44,29,.603,12.0,112.0,109.1,2.59
365,2020,Philadelphia 76ers,43,30,.589,13.0,110.7,108.4,2.25
366,2020,Brooklyn Nets,35,37,.486,20.5,111.8,112.3,-1.01
367,2020,Orlando Magic,33,40,.452,23.0,107.3,108.3,-0.93
368,2020,Charlotte Hornets,23,42,.354,29.0,102.9,109.6,-7.03
369,2020,Washington Wizards,25,47,.347,30.5,114.4,119.1,-5.24
370,2020,Chicago Bulls,22,43,.338,30.0,106.8,109.9,-4.00
371,2020,New York Knicks,21,45,.318,31.5,105.8,112.3,-6.72
372,2020,Detroit Pistons,20,46,.303,32.5,107.2,110.8,-4.38
373,2020,Atlanta Hawks,20,47,.299,33.0,111.8,119.7,-7.71
374,2020,Cleveland Cavaliers,19,46,.292,33.0,106.9,114.8,-7.77
375,2020,Milwaukee Bucks,56,17,.767,—,118.7,108.6,9.41
376,2020,Toronto Raptors,53,19,.736,2.5,112.8,106.5,5.97
377,2020,Boston Celtics,48,24,.667,7.5,113.7,107.3,5.83
378,2020,Indiana Pacers,45,28,.616,11.0,109.4,107.5,1.63
379,2020,Miami Heat,44,29,.603,12.0,112.0,109.1,2.59
380,2020,Philadelphia 76ers,43,30,.589,13.0,110.7,108.4,2.25
381,2020,Brooklyn Nets,35,37,.486,20.5,111.8,112.3,-1.01
382,2020,Orlando Magic,33,40,.452,23.0,107.3,108.3,-0.93
383,2020,Charlotte Hornets,23,42,.354,29.0,102.9,109.6,-7.03
384,2020,Washington Wizards,25,47,.347,30.5,114.4,119.1,-5.24
385,2020,Chicago Bulls,22,43,.338,30.0,106.8,109.9,-4.00
386,2020,New York Knicks,21,45,.318,31.5,105.8,112.3,-6.72
387,2020,Detroit Pistons,20,46,.303,32.5,107.2,110.8,-4.38
388,2020,Atlanta Hawks,20,47,.299,33.0,111.8,119.7,-7.71
389,2020,Cleveland Cavaliers,19,46,.292,33.0,106.9,114.8,-7.77
390,2020,Milwaukee Bucks,56,17,.767,—,118.7,108.6,9.41
391,2020,Toronto Raptors,53,19,.736,2.5,112.8,106.5,5.97
392,2020,Boston Celtics,48,24,.667,7.5,113.7,107.3,5.83
393,2020,Indiana Pacers,45,28,.616,11.0,109.4,107.5,1.63
394,2020,Miami Heat,44,29,.603,12.0,112.0,109.1,2.59
395,2020,Philadelphia 76ers,43,30,.589,13.0,110.7,108.4,2.25
396,2020,Brooklyn Nets,35,37,.486,20.5,111.8,112.3,-1.01
397,2020,Orlando Magic,33,40,.452,23.0,107.3,108.3,-0.93
398,2020,Charlotte Hornets,23,42,.354,29.0,102.9,109.6,-7.03
399,2020,Washington Wizards,25,47,.347,30.5,114.4,119.1,-5.24
400,2020,Chicago Bulls,22,43,.338,30.0,106.8,109.9,-4.00
401,2020,New York Knicks,21,45,.318,31.5,105.8,112.3,-6.72
402,2020,Detroit Pistons,20,46,.303,32.5,107.2,110.8,-4.38
403,2020,Atlanta Hawks,20,47,.299,33.0,111.8,119.7,-7.71
404,2020,Cleveland Cavaliers,19,46,.292,33.0,106.9,114.8,-7.77
405,2020,Los Angeles Lakers,52,19,.732,—,113.4,107.6,6.28
406,2020,Los Angeles Clippers,49,23,.681,3.5,116.3,109.9,6.66
407,2020,Denver Nuggets,46,27,.630,7.0,111.3,109.2,2.35
408,2020,Houston Rockets,44,28,.611,8.5,117.8,114.8,3.13
409,2020,Oklahoma City Thunder,44,28,.611,8.5,110.4,108.4,2.33
410,2020,Utah Jazz,44,28,.611,8.5,111.3,108.8,2.52
411,2020,Dallas Mavericks,43,32,.573,11.0,117.0,112.1,4.87
412,2020,Portland Trail Blazers,35,39,.473,18.5,115.0,116.1,-0.61
413,2020,Memphis Grizzlies,34,39,.466,19.0,112.6,113.7,-0.91
414,2020,Phoenix Suns,34,39,.466,19.0,113.6,113.4,0.56
415,2020,San Antonio Spurs,32,39,.451,20.0,114.1,115.2,-0.65
416,2020,Sacramento Kings,31,41,.431,21.5,110.1,112.1,-1.59
417,2020,New Orleans Pelicans,30,42,.417,22.5,115.8,117.1,-0.55
418,2020,Minnesota Timberwolves,19,45,.297,29.5,113.3,117.5,-4.02
419,2020,Golden State Warriors,15,50,.231,34.0,106.3,115.0,-8.12
420,2020,Los Angeles Lakers,52,19,.732,—,113.4,107.6,6.28
421,2020,Los Angeles Clippers,49,23,.681,3.5,116.3,109.9,6.66
422,2020,Denver Nuggets,46,27,.630,7.0,111.3,109.2,2.35
423,2020,Houston Rockets,44,28,.611,8.5,117.8,114.8,3.13
424,2020,Oklahoma City Thunder,44,28,.611,8.5,110.4,108.4,2.33
425,2020,Utah Jazz,44,28,.611,8.5,111.3,108.8,2.52
426,2020,Dallas Mavericks,43,32,.573,11.0,117.0,112.1,4.87
427,2020,Portland Trail Blazers,35,39,.473,18.5,115.0,116.1,-0.61
428,2020,Memphis Grizzlies,34,39,.466,19.0,112.6,113.7,-0.91
429,2020,Phoenix Suns,34,39,.466,19.0,113.6,113.4,0.56
430,2020,San Antonio Spurs,32,39,.451,20.0,114.1,115.2,-0.65
431,2020,Sacramento Kings,31,41,.431,21.5,110.1,112.1,-1.59
432,2020,New Orleans Pelicans,30,42,.417,22.5,115.8,117.1,-0.55
433,2020,Minnesota Timberwolves,19,45,.297,29.5,113.3,117.5,-4.02
434,2020,Golden State Warriors,15,50,.231,34.0,106.3,115.0,-8.12
435,2020,Los Angeles Lakers,52,19,.732,—,113.4,107.6,6.28
436,2020,Los Angeles Clippers,49,23,.681,3.5,116.3,109.9,6.66
437,2020,Denver Nuggets,46,27,.630,7.0,111.3,109.2,2.35
438,2020,Houston Rockets,44,28,.611,8.5,117.8,114.8,3.13
439,2020,Oklahoma City Thunder,44,28,.611,8.5,110.4,108.4,2.33
440,2020,Utah Jazz,44,28,.611,8.5,111.3,108.8,2.52
441,2020,Dallas Mavericks,43,32,.573,11.0,117.0,112.1,4.87
442,2020,Portland Trail Blazers,35,39,.473,18.5,115.0,116.1,-0.61
443,2020,Memphis Grizzlies,34,39,.466,19.0,112.6,113.7,-0.91
444,2020,Phoenix Suns,34,39,.466,19.0,113.6,113.4,0.56
445,2020,San Antonio Spurs,32,39,.451,20.0,114.1,115.2,-0.65
446,2020,Sacramento Kings,31,41,.431,21.5,110.1,112.1,-1.59
447,2020,New Orleans Pelicans,30,42,.417,22.5,115.8,117.1,-0.55
448,2020,Minnesota Timberwolves,19,45,.297,29.5,113.3,117.5,-4.02
449,2020,Golden State Warriors,15,50,.231,34.0,106.3,115.0,-8.12
450,2019,Milwaukee Bucks,60,22,.732,—,118.1,109.3,8.04
451,2019,Toronto Raptors,58,24,.707,2.0,114.4,108.4,5.49
452,2019,Philadelphia 76ers,51,31,.622,9.0,115.2,112.5,2.25
453,2019,Boston Celtics,49,33,.598,11.0,112.4,108.0,3.90
454,2019,Indiana Pacers,48,34,.585,12.0,108.0,104.7,2.76
455,2019,Orlando Magic,42,40,.512,18.0,107.3,106.6,0.28
456,2019,Brooklyn Nets,42,40,.512,18.0,112.2,112.3,-0.40
457,2019,Detroit Pistons,41,41,.500,19.0,107.0,107.3,-0.56
458,2019,Charlotte Hornets,39,43,.476,21.0,110.7,111.8,-1.32
459,2019,Miami Heat,39,43,.476,21.0,105.7,105.9,-0.45
460,2019,Washington Wizards,32,50,.390,28.0,114.0,116.9,-3.30
461,2019,Atlanta Hawks,29,53,.354,31.0,113.3,119.4,-6.06
462,2019,Chicago Bulls,22,60,.268,38.0,104.9,113.4,-8.32
463,2019,Cleveland Cavaliers,19,63,.232,41.0,104.5,114.1,-9.39
464,2019,New York Knicks,17,65,.207,43.0,104.6,113.8,-8.93
465,2019,Milwaukee Bucks,60,22,.732,—,118.1,109.3,8.04
466,2019,Toronto Raptors,58,24,.707,2.0,114.4,108.4,5.49
467,2019,Philadelphia 76ers,51,31,.622,9.0,115.2,112.5,2.25
468,2019,Boston Celtics,49,33,.598,11.0,112.4,108.0,3.90
469,2019,Indiana Pacers,48,34,.585,12.0,108.0,104.7,2.76
470,2019,Orlando Magic,42,40,.512,18.0,107.3,106.6,0.28
471,2019,Brooklyn Nets,42,40,.512,18.0,112.2,112.3,-0.40
472,2019,Detroit Pistons,41,41,.500,19.0,107.0,107.3,-0.56
473,2019,Charlotte Hornets,39,43,.476,21.0,110.7,111.8,-1.32
474,2019,Miami Heat,39,43,.476,21.0,105.7,105.9,-0.45
475,2019,Washington Wizards,32,50,.390,28.0,114.0,116.9,-3.30
476,2019,Atlanta Hawks,29,53,.354,31.0,113.3,119.4,-6.06
477,2019,Chicago Bulls,22,60,.268,38.0,104.9,113.4,-8.32
478,2019,Cleveland Cavaliers,19,63,.232,41.0,104.5,114.1,-9.39
479,2019,New York Knicks,17,65,.207,43.0,104.6,113.8,-8.93
480,2019,Milwaukee Bucks,60,22,.732,—,118.1,109.3,8.04
481,2019,Toronto Raptors,58,24,.707,2.0,114.4,108.4,5.49
482,2019,Philadelphia 76ers,51,31,.622,9.0,115.2,112.5,2.25
483,2019,Boston Celtics,49,33,.598,11.0,112.4,108.0,3.90
484,2019,Indiana Pacers,48,34,.585,12.0,108.0,104.7,2.76
485,2019,Orlando Magic,42,40,.512,18.0,107.3,106.6,0.28
486,2019,Brooklyn Nets,42,40,.512,18.0,112.2,112.3,-0.40
487,2019,Detroit Pistons,41,41,.500,19.0,107.0,107.3,-0.56
488,2019,Charlotte Hornets,39,43,.476,21.0,110.7,111.8,-1.32
489,2019,Miami Heat,39,43,.476,21.0,105.7,105.9,-0.45
490,2019,Washington Wizards,32,50,.390,28.0,114.0,116.9,-3.30
491,2019,Atlanta Hawks,29,53,.354,31.0,113.3,119.4,-6.06
492,2019,Chicago Bulls,22,60,.268,38.0,104.9,113.4,-8.32
493,2019,Cleveland Cavaliers,19,63,.232,41.0,104.5,114.1,-9.39
494,2019,New York Knicks,17,65,.207,43.0,104.6,113.8,-8.93
495,2019,Golden State Warriors,57,25,.695,—,117.7,111.2,6.42
496,2019,Denver Nuggets,54,28,.659,3.0,110.7,106.7,4.19
497,2019,Houston Rockets,53,29,.646,4.0,113.9,109.1,4.96
498,2019,Portland Trail Blazers,53,29,.646,4.0,114.7,110.5,4.43
499,2019,Utah Jazz,50,32,.610,7.0,111.7,106.5,5.28
500,2019,Oklahoma City Thunder,49,33,.598,8.0,114.5,111.1,3.56
501,2019,San Antonio Spurs,48,34,.585,9.0,111.7,110.0,1.80
502,2019,Los Angeles Clippers,48,34,.585,9.0,115.1,114.3,1.09
503,2019,Sacramento Kings,39,43,.476,18.0,114.2,115.3,-0.81
504,2019,Los Angeles Lakers,37,45,.451,20.0,111.8,113.5,-1.33
505,2019,Minnesota Timberwolves,36,46,.439,21.0,112.5,114.0,-1.02
506,2019,Memphis Grizzlies,33,49,.402,24.0,103.5,106.1,-2.08
507,2019,New Orleans Pelicans,33,49,.402,24.0,115.4,116.8,-1.10
508,2019,Dallas Mavericks,33,49,.402,24.0,108.9,110.1,-0.87
509,2019,Phoenix Suns,19,63,.232,38.0,107.5,116.8,-8.61
510,2019,Golden State Warriors,57,25,.695,—,117.7,111.2,6.42
511,2019,Denver Nuggets,54,28,.659,3.0,110.7,106.7,4.19
512,2019,Houston Rockets,53,29,.646,4.0,113.9,109.1,4.96
513,2019,Portland Trail Blazers,53,29,.646,4.0,114.7,110.5,4.43
514,2019,Utah Jazz,50,32,.610,7.0,111.7,106.5,5.28
515,2019,Oklahoma City Thunder,49,33,.598,8.0,114.5,111.1,3.56
516,2019,San Antonio Spurs,48,34,.585,9.0,111.7,110.0,1.80
517,2019,Los Angeles Clippers,48,34,.585,9.0,115.1,114.3,1.09
518,2019,Sacramento Kings,39,43,.476,18.0,114.2,115.3,-0.81
519,2019,Los Angeles Lakers,37,45,.451,20.0,111.8,113.5,-1.33
520,2019,Minnesota Timberwolves,36,46,.439,21.0,112.5,114.0,-1.02
521,2019,Memphis Grizzlies,33,49,.402,24.0,103.5,106.1,-2.08
522,2019,New Orleans Pelicans,33,49,.402,24.0,115.4,116.8,-1.10
523,2019,Dallas Mavericks,33,49,.402,24.0,108.9,110.1,-0.87
524,2019,Phoenix Suns,19,63,.232,38.0,107.5,116.8,-8.61
525,2019,Golden State Warriors,57,25,.695,—,117.7,111.2,6.42
526,2019,Denver Nuggets,54,28,.659,3.0,110.7,106.7,4.19
527,2019,Houston Rockets,53,29,.646,4.0,113.9,109.1,4.96
528,2019,Portland Trail Blazers,53,29,.646,4.0,114.7,110.5,4.43
529,2019,Utah Jazz,50,32,.610,7.0,111.7,106.5,5.28
530,2019,Oklahoma City Thunder,49,33,.598,8.0,114.5,111.1,3.56
531,2019,San Antonio Spurs,48,34,.585,9.0,111.7,110.0,1.80
532,2019,Los Angeles Clippers,48,34,.585,9.0,115.1,114.3,1.09
533,2019,Sacramento Kings,39,43,.476,18.0,114.2,115.3,-0.81
534,2019,Los Angeles Lakers,37,45,.451,20.0,111.8,113.5,-1.33
535,2019,Minnesota Timberwolves,36,46,.439,21.0,112.5,114.0,-1.02
536,2019,Memphis Grizzlies,33,49,.402,24.0,103.5,106.1,-2.08
537,2019,New Orleans Pelicans,33,49,.402,24.0,115.4,116.8,-1.10
538,2019,Dallas Mavericks,33,49,.402,24.0,108.9,110.1,-0.87
539,2019,Phoenix Suns,19,63,.232,38.0,107.5,116.8,-8.61
540,2018,Toronto Raptors,59,23,.720,—,111.7,103.9,7.29
541,2018,Boston Celtics,55,27,.671,4.0,104.0,100.4,3.23
542,2018,Philadelphia 76ers,52,30,.634,7.0,109.8,105.3,4.30
543,2018,Cleveland Cavaliers,50,32,.610,9.0,110.9,109.9,0.59
544,2018,Indiana Pacers,48,34,.585,11.0,105.6,104.2,1.18
545,2018,Miami Heat,44,38,.537,15.0,103.4,102.9,0.15
546,2018,Milwaukee Bucks,44,38,.537,15.0,106.5,106.8,-0.45
547,2018,Washington Wizards,43,39,.524,16.0,106.6,106.0,0.53
548,2018,Detroit Pistons,39,43,.476,20.0,103.8,103.9,-0.26
549,2018,Charlotte Hornets,36,46,.439,23.0,108.2,108.0,0.07
550,2018,New York Knicks,29,53,.354,30.0,104.5,108.0,-3.53
551,2018,Brooklyn Nets,28,54,.341,31.0,106.6,110.3,-3.67
552,2018,Chicago Bulls,27,55,.329,32.0,102.9,110.0,-6.84
553,2018,Orlando Magic,25,57,.305,34.0,103.4,108.2,-4.92
554,2018,Atlanta Hawks,24,58,.293,35.0,103.4,108.8,-5.30
555,2018,Toronto Raptors,59,23,.720,—,111.7,103.9,7.29
556,2018,Boston Celtics,55,27,.671,4.0,104.0,100.4,3.23
557,2018,Philadelphia 76ers,52,30,.634,7.0,109.8,105.3,4.30
558,2018,Cleveland Cavaliers,50,32,.610,9.0,110.9,109.9,0.59
559,2018,Indiana Pacers,48,34,.585,11.0,105.6,104.2,1.18
560,2018,Miami Heat,44,38,.537,15.0,103.4,102.9,0.15
561,2018,Milwaukee Bucks,44,38,.537,15.0,106.5,106.8,-0.45
562,2018,Washington Wizards,43,39,.524,16.0,106.6,106.0,0.53
563,2018,Detroit Pistons,39,43,.476,20.0,103.8,103.9,-0.26
564,2018,Charlotte Hornets,36,46,.439,23.0,108.2,108.0,0.07
565,2018,New York Knicks,29,53,.354,30.0,104.5,108.0,-3.53
566,2018,Brooklyn Nets,28,54,.341,31.0,106.6,110.3,-3.67
567,2018,Chicago Bulls,27,55,.329,32.0,102.9,110.0,-6.84
568,2018,Orlando Magic,25,57,.305,34.0,103.4,108.2,-4.92
569,2018,Atlanta Hawks,24,58,.293,35.0,103.4,108.8,-5.30
570,2018,Toronto Raptors,59,23,.720,—,111.7,103.9,7.29
571,2018,Boston Celtics,55,27,.671,4.0,104.0,100.4,3.23
572,2018,Philadelphia 76ers,52,30,.634,7.0,109.8,105.3,4.30
573,2018,Cleveland Cavaliers,50,32,.610,9.0,110.9,109.9,0.59
574,2018,Indiana Pacers,48,34,.585,11.0,105.6,104.2,1.18
575,2018,Miami Heat,44,38,.537,15.0,103.4,102.9,0.15
576,2018,Milwaukee Bucks,44,38,.537,15.0,106.5,106.8,-0.45
577,2018,Washington Wizards,43,39,.524,16.0,106.6,106.0,0.53
578,2018,Detroit Pistons,39,43,.476,20.0,103.8,103.9,-0.26
579,2018,Charlotte Hornets,36,46,.439,23.0,108.2,108.0,0.07
580,2018,New York Knicks,29,53,.354,30.0,104.5,108.0,-3.53
581,2018,Brooklyn Nets,28,54,.341,31.0,106.6,110.3,-3.67
582,2018,Chicago Bulls,27,55,.329,32.0,102.9,110.0,-6.84
583,2018,Orlando Magic,25,57,.305,34.0,103.4,108.2,-4.92
584,2018,Atlanta Hawks,24,58,.293,35.0,103.4,108.8,-5.30
585,2018,Houston Rockets,65,17,.793,—,112.4,103.9,8.21
586,2018,Golden State Warriors,58,24,.707,7.0,113.5,107.5,5.79
587,2018,Portland Trail Blazers,49,33,.598,16.0,105.6,103.0,2.60
588,2018,Oklahoma City Thunder,48,34,.585,17.0,107.9,104.4,3.42
589,2018,Utah Jazz,48,34,.585,17.0,104.1,99.8,4.47
590,2018,New Orleans Pelicans,48,34,.585,17.0,111.7,110.4,1.48
591,2018,San Antonio Spurs,47,35,.573,18.0,102.7,99.8,2.89
592,2018,Minnesota Timberwolves,47,35,.573,18.0,109.5,107.3,2.35
593,2018,Denver Nuggets,46,36,.561,19.0,110.0,108.5,1.57
594,2018,Los Angeles Clippers,42,40,.512,23.0,109.0,109.0,0.15
595,2018,Los Angeles Lakers,35,47,.427,30.0,108.1,109.6,-1.44
596,2018,Sacramento Kings,27,55,.329,38.0,98.8,105.8,-6.60
597,2018,Dallas Mavericks,24,58,.293,41.0,102.3,105.4,-2.70
598,2018,Memphis Grizzlies,22,60,.268,43.0,99.3,105.5,-5.81
599,2018,Phoenix Suns,21,61,.256,44.0,103.9,113.3,-8.80
600,2018,Houston Rockets,65,17,.793,—,112.4,103.9,8.21
601,2018,Golden State Warriors,58,24,.707,7.0,113.5,107.5,5.79
602,2018,Portland Trail Blazers,49,33,.598,16.0,105.6,103.0,2.60
603,2018,Oklahoma City Thunder,48,34,.585,17.0,107.9,104.4,3.42
604,2018,Utah Jazz,48,34,.585,17.0,104.1,99.8,4.47
605,2018,New Orleans Pelicans,48,34,.585,17.0,111.7,110.4,1.48
606,2018,San Antonio Spurs,47,35,.573,18.0,102.7,99.8,2.89
607,2018,Minnesota Timberwolves,47,35,.573,18.0,109.5,107.3,2.35
608,2018,Denver Nuggets,46,36,.561,19.0,110.0,108.5,1.57
609,2018,Los Angeles Clippers,42,40,.512,23.0,109.0,109.0,0.15
610,2018,Los Angeles Lakers,35,47,.427,30.0,108.1,109.6,-1.44
611,2018,Sacramento Kings,27,55,.329,38.0,98.8,105.8,-6.60
612,2018,Dallas Mavericks,24,58,.293,41.0,102.3,105.4,-2.70
613,2018,Memphis Grizzlies,22,60,.268,43.0,99.3,105.5,-5.81
614,2018,Phoenix Suns,21,61,.256,44.0,103.9,113.3,-8.80
615,2018,Houston Rockets,65,17,.793,—,112.4,103.9,8.21
616,2018,Golden State Warriors,58,24,.707,7.0,113.5,107.5,5.79
617,2018,Portland Trail Blazers,49,33,.598,16.0,105.6,103.0,2.60
618,2018,Oklahoma City Thunder,48,34,.585,17.0,107.9,104.4,3.42
619,2018,Utah Jazz,48,34,.585,17.0,104.1,99.8,4.47
620,2018,New Orleans Pelicans,48,34,.585,17.0,111.7,110.4,1.48
621,2018,San Antonio Spurs,47,35,.573,18.0,102.7,99.8,2.89
622,2018,Minnesota Timberwolves,47,35,.573,18.0,109.5,107.3,2.35
623,2018,Denver Nuggets,46,36,.561,19.0,110.0,108.5,1.57
624,2018,Los Angeles Clippers,42,40,.512,23.0,109.0,109.0,0.15
625,2018,Los Angeles Lakers,35,47,.427,30.0,108.1,109.6,-1.44
626,2018,Sacramento Kings,27,55,.329,38.0,98.8,105.8,-6.60
627,2018,Dallas Mavericks,24,58,.293,41.0,102.3,105.4,-2.70
628,2018,Memphis Grizzlies,22,60,.268,43.0,99.3,105.5,-5.81
629,2018,Phoenix Suns,21,61,.256,44.0,103.9,113.3,-8.80
630,2017,Boston Celtics,53,29,.646,—,108.0,105.4,2.25
631,2017,Cleveland Cavaliers,51,31,.622,2.0,110.3,107.2,2.87
632,2017,Toronto Raptors,51,31,.622,2.0,106.9,102.6,3.65
633,2017,Washington Wizards,49,33,.598,4.0,109.2,107.4,1.36
634,2017,Atlanta Hawks,43,39,.524,10.0,103.2,104.0,-1.23
635,2017,Milwaukee Bucks,42,40,.512,11.0,103.6,103.8,-0.45
636,2017,Indiana Pacers,42,40,.512,11.0,105.1,105.3,-0.64
637,2017,Chicago Bulls,41,41,.500,12.0,102.9,102.4,0.03
638,2017,Miami Heat,41,41,.500,12.0,103.2,102.1,0.77
639,2017,Detroit Pistons,37,45,.451,16.0,101.3,102.5,-1.29
640,2017,Charlotte Hornets,36,46,.439,17.0,104.9,104.7,-0.07
641,2017,New York Knicks,31,51,.378,22.0,104.3,108.0,-3.87
642,2017,Orlando Magic,29,53,.354,24.0,101.1,107.6,-6.61
643,2017,Philadelphia 76ers,28,54,.341,25.0,102.4,108.1,-5.83
644,2017,Brooklyn Nets,20,62,.244,33.0,105.8,112.5,-6.74
645,2017,Boston Celtics,53,29,.646,—,108.0,105.4,2.25
646,2017,Cleveland Cavaliers,51,31,.622,2.0,110.3,107.2,2.87
647,2017,Toronto Raptors,51,31,.622,2.0,106.9,102.6,3.65
648,2017,Washington Wizards,49,33,.598,4.0,109.2,107.4,1.36
649,2017,Atlanta Hawks,43,39,.524,10.0,103.2,104.0,-1.23
650,2017,Milwaukee Bucks,42,40,.512,11.0,103.6,103.8,-0.45
651,2017,Indiana Pacers,42,40,.512,11.0,105.1,105.3,-0.64
652,2017,Chicago Bulls,41,41,.500,12.0,102.9,102.4,0.03
653,2017,Miami Heat,41,41,.500,12.0,103.2,102.1,0.77
654,2017,Detroit Pistons,37,45,.451,16.0,101.3,102.5,-1.29
655,2017,Charlotte Hornets,36,46,.439,17.0,104.9,104.7,-0.07
656,2017,New York Knicks,31,51,.378,22.0,104.3,108.0,-3.87
657,2017,Orlando Magic,29,53,.354,24.0,101.1,107.6,-6.61
658,2017,Philadelphia 76ers,28,54,.341,25.0,102.4,108.1,-5.83
659,2017,Brooklyn Nets,20,62,.244,33.0,105.8,112.5,-6.74
660,2017,Boston Celtics,53,29,.646,—,108.0,105.4,2.25
661,2017,Cleveland Cavaliers,51,31,.622,2.0,110.3,107.2,2.87
662,2017,Toronto Raptors,51,31,.622,2.0,106.9,102.6,3.65
663,2017,Washington Wizards,49,33,.598,4.0,109.2,107.4,1.36
664,2017,Atlanta Hawks,43,39,.524,10.0,103.2,104.0,-1.23
665,2017,Milwaukee Bucks,42,40,.512,11.0,103.6,103.8,-0.45
666,2017,Indiana Pacers,42,40,.512,11.0,105.1,105.3,-0.64
667,2017,Chicago Bulls,41,41,.500,12.0,102.9,102.4,0.03
668,2017,Miami Heat,41,41,.500,12.0,103.2,102.1,0.77
669,2017,Detroit Pistons,37,45,.451,16.0,101.3,102.5,-1.29
670,2017,Charlotte Hornets,36,46,.439,17.0,104.9,104.7,-0.07
671,2017,New York Knicks,31,51,.378,22.0,104.3,108.0,-3.87
