,Year,Team,Wins,Losses,Percent,Games Back,PPG,OPPG,SRS
672,2017,Orlando Magic,29,53,.354,24.0,101.1,107.6,-6.61
673,2017,Philadelphia 76ers,28,54,.341,25.0,102.4,108.1,-5.83
674,2017,Brooklyn Nets,20,62,.244,33.0,105.8,112.5,-6.74
675,2017,Golden State Warriors,67,15,.817,—,115.9,104.3,11.35
676,2017,San Antonio Spurs,61,21,.744,6.0,105.3,98.1,7.13
677,2017,Houston Rockets,55,27,.671,12.0,115.3,109.6,5.84
678,2017,Los Angeles Clippers,51,31,.622,16.0,108.7,104.4,4.42
679,2017,Utah Jazz,51,31,.622,16.0,100.7,96.8,4.00
680,2017,Oklahoma City Thunder,47,35,.573,20.0,106.6,105.8,1.14
681,2017,Memphis Grizzlies,43,39,.524,24.0,100.5,100.0,0.96
682,2017,Portland Trail Blazers,41,41,.500,26.0,107.9,108.5,-0.23
683,2017,Denver Nuggets,40,42,.488,27.0,111.7,111.2,0.70
684,2017,New Orleans Pelicans,34,48,.415,33.0,104.3,106.4,-1.69
685,2017,Dallas Mavericks,33,49,.402,34.0,97.9,100.8,-2.53
686,2017,Sacramento Kings,32,50,.390,35.0,102.8,106.7,-3.29
687,2017,Minnesota Timberwolves,31,51,.378,36.0,105.6,106.7,-0.64
688,2017,Los Angeles Lakers,26,56,.317,41.0,104.6,111.5,-6.29
689,2017,Phoenix Suns,24,58,.293,43.0,107.7,113.3,-5.14
690,2017,Golden State Warriors,67,15,.817,—,115.9,104.3,11.35
691,2017,San Antonio Spurs,61,21,.744,6.0,105.3,98.1,7.13
692,2017,Houston Rockets,55,27,.671,12.0,115.3,109.6,5.84
693,2017,Los Angeles Clippers,51,31,.622,16.0,108.7,104.4,4.42
694,2017,Utah Jazz,51,31,.622,16.0,100.7,96.8,4.00
695,2017,Oklahoma City Thunder,47,35,.573,20.0,106.6,105.8,1.14
696,2017,Memphis Grizzlies,43,39,.524,24.0,100.5,100.0,0.96
697,2017,Portland Trail Blazers,41,41,.500,26.0,107.9,108.5,-0.23
698,2017,Denver Nuggets,40,42,.488,27.0,111.7,111.2,0.70
699,2017,New Orleans Pelicans,34,48,.415,33.0,104.3,106.4,-1.69
700,2017,Dallas Mavericks,33,49,.402,34.0,97.9,100.8,-2.53
701,2017,Sacramento Kings,32,50,.390,35.0,102.8,106.7,-3.29
702,2017,Minnesota Timberwolves,31,51,.378,36.0,105.6,106.7,-0.64
703,2017,Los Angeles Lakers,26,56,.317,41.0,104.6,111.5,-6.29
704,2017,Phoenix Suns,24,58,.293,43.0,107.7,113.3,-5.14
705,2017,Golden State Warriors,67,15,.817,—,115.9,104.3,11.35
706,2017,San Antonio Spurs,61,21,.744,6.0,105.3,98.1,7.13
707,2017,Houston Rockets,55,27,.671,12.0,115.3,109.6,5.84
708,2017,Los Angeles Clippers,51,31,.622,16.0,108.7,104.4,4.42
709,2017,Utah Jazz,51,31,.622,16.0,100.7,96.8,4.00
710,2017,Oklahoma City Thunder,47,35,.573,20.0,106.6,105.8,1.14
711,2017,Memphis Grizzlies,43,39,.524,24.0,100.5,100.0,0.96
712,2017,Portland Trail Blazers,41,41,.500,26.0,107.9,108.5,-0.23
713,2017,Denver Nuggets,40,42,.488,27.0,111.7,111.2,0.70
714,2017,New Orleans Pelicans,34,48,.415,33.0,104.3,106.4,-1.69
715,2017,Dallas Mavericks,33,49,.402,34.0,97.9,100.8,-2.53
716,2017,Sacramento Kings,32,50,.390,35.0,102.8,106.7,-3.29
717,2017,Minnesota Timberwolves,31,51,.378,36.0,105.6,106.7,-0.64
718,2017,Los Angeles Lakers,26,56,.317,41.0,104.6,111.5,-6.29
719,2017,Phoenix Suns,24,58,.293,43.0,107.7,113.3,-5.14
720,2016,Cleveland Cavaliers,57,25,.695,—,104.3,98.3,5.45
721,2016,Toronto Raptors,56,26,.683,1.0,102.7,98.2,4.08
722,2016,Miami Heat,48,34,.585,9.0,100.0,98.4,1.50
723,2016,Atlanta Hawks,48,34,.585,9.0,102.8,99.2,3.49
724,2016,Boston Celtics,48,34,.585,9.0,105.7,102.5,2.84
725,2016,Charlotte Hornets,48,34,.585,9.0,103.4,100.7,2.36
726,2016,Indiana Pacers,45,37,.549,12.0,102.2,100.5,1.62
727,2016,Detroit Pistons,44,38,.537,13.0,102.0,101.4,0.43
728,2016,Chicago Bulls,42,40,.512,15.0,101.6,103.1,-1.46
729,2016,Washington Wizards,41,41,.500,16.0,104.1,104.6,-0.50
730,2016,Orlando Magic,35,47,.427,22.0,102.1,103.7,-1.68
731,2016,Milwaukee Bucks,33,49,.402,24.0,99.0,103.2,-3.98
732,2016,New York Knicks,32,50,.390,25.0,98.4,101.1,-2.74
733,2016,Brooklyn Nets,21,61,.256,36.0,98.6,106.0,-7.12
734,2016,Philadelphia 76ers,10,72,.122,47.0,97.4,107.6,-9.92
735,2016,Cleveland Cavaliers,57,25,.695,—,104.3,98.3,5.45
736,2016,Toronto Raptors,56,26,.683,1.0,102.7,98.2,4.08
737,2016,Miami Heat,48,34,.585,9.0,100.0,98.4,1.50
738,2016,Atlanta Hawks,48,34,.585,9.0,102.8,99.2,3.49
739,2016,Boston Celtics,48,34,.585,9.0,105.7,102.5,2.84
740,2016,Charlotte Hornets,48,34,.585,9.0,103.4,100.7,2.36
741,2016,Indiana Pacers,45,37,.549,12.0,102.2,100.5,1.62
742,2016,Detroit Pistons,44,38,.537,13.0,102.0,101.4,0.43
743,2016,Chicago Bulls,42,40,.512,15.0,101.6,103.1,-1.46
744,2016,Washington Wizards,41,41,.500,16.0,104.1,104.6,-0.50
745,2016,Orlando Magic,35,47,.427,22.0,102.1,103.7,-1.68
746,2016,Milwaukee Bucks,33,49,.402,24.0,99.0,103.2,-3.98
747,2016,New York Knicks,32,50,.390,25.0,98.4,101.1,-2.74
748,2016,Brooklyn Nets,21,61,.256,36.0,98.6,106.0,-7.12
749,2016,Philadelphia 76ers,10,72,.122,47.0,97.4,107.6,-9.92
750,2016,Cleveland Cavaliers,57,25,.695,—,104.3,98.3,5.45
751,2016,Toronto Raptors,56,26,.683,1.0,102.7,98.2,4.08
752,2016,Miami Heat,48,34,.585,9.0,100.0,98.4,1.50
753,2016,Atlanta Hawks,48,34,.585,9.0,102.8,99.2,3.49
754,2016,Boston Celtics,48,34,.585,9.0,105.7,102.5,2.84
755,2016,Charlotte Hornets,48,34,.585,9.0,103.4,100.7,2.36
756,2016,Indiana Pacers,45,37,.549,12.0,102.2,100.5,1.62
757,2016,Detroit Pistons,44,38,.537,13.0,102.0,101.4,0.43
758,2016,Chicago Bulls,42,40,.512,15.0,101.6,103.1,-1.46
759,2016,Washington Wizards,41,41,.500,16.0,104.1,104.6,-0.50
760,2016,Orlando Magic,35,47,.427,22.0,102.1,103.7,-1.68
761,2016,Milwaukee Bucks,33,49,.402,24.0,99.0,103.2,-3.98
762,2016,New York Knicks,32,50,.390,25.0,98.4,101.1,-2.74
763,2016,Brooklyn Nets,21,61,.256,36.0,98.6,106.0,-7.12
764,2016,Philadelphia 76ers,10,72,.122,47.0,97.4,107.6,-9.92
765,2016,Golden State Warriors,73,9,.890,—,114.9,104.1,10.38
766,2016,San Antonio Spurs,67,15,.817,6.0,103.5,92.9,10.28
767,2016,Oklahoma City Thunder,55,27,.671,18.0,110.2,102.9,7.09
768,2016,Los Angeles Clippers,53,29,.646,20.0,104.5,100.2,4.13
769,2016,Portland Trail Blazers,44,38,.537,29.0,105.1,104.3,0.98
770,2016,Dallas Mavericks,42,40,.512,31.0,102.3,102.6,-0.02
771,2016,Memphis Grizzlies,42,40,.512,31.0,99.1,101.3,-2.14
772,2016,Houston Rockets,41,41,.500,32.0,106.5,106.4,0.34
773,2016,Utah Jazz,40,42,.488,33.0,97.7,95.9,1.84
774,2016,Sacramento Kings,33,49,.402,40.0,106.6,109.1,-2.32
775,2016,Denver Nuggets,33,49,.402,40.0,101.9,105.0,-2.81
776,2016,New Orleans Pelicans,30,52,.366,43.0,102.7,106.5,-3.56
777,2016,Minnesota Timberwolves,29,53,.354,44.0,102.4,106.0,-3.38
778,2016,Phoenix Suns,23,59,.280,50.0,100.9,107.5,-6.32
779,2016,Los Angeles Lakers,17,65,.207,56.0,97.3,106.9,-8.92
780,2016,Golden State Warriors,73,9,.890,—,114.9,104.1,10.38
781,2016,San Antonio Spurs,67,15,.817,6.0,103.5,92.9,10.28
782,2016,Oklahoma City Thunder,55,27,.671,18.0,110.2,102.9,7.09
783,2016,Los Angeles Clippers,53,29,.646,20.0,104.5,100.2,4.13
784,2016,Portland Trail Blazers,44,38,.537,29.0,105.1,104.3,0.98
785,2016,Dallas Mavericks,42,40,.512,31.0,102.3,102.6,-0.02
786,2016,Memphis Grizzlies,42,40,.512,31.0,99.1,101.3,-2.14
787,2016,Houston Rockets,41,41,.500,32.0,106.5,106.4,0.34
788,2016,Utah Jazz,40,42,.488,33.0,97.7,95.9,1.84
789,2016,Sacramento Kings,33,49,.402,40.0,106.6,109.1,-2.32
790,2016,Denver Nuggets,33,49,.402,40.0,101.9,105.0,-2.81
791,2016,New Orleans Pelicans,30,52,.366,43.0,102.7,106.5,-3.56
792,2016,Minnesota Timberwolves,29,53,.354,44.0,102.4,106.0,-3.38
793,2016,Phoenix Suns,23,59,.280,50.0,100.9,107.5,-6.32
794,2016,Los Angeles Lakers,17,65,.207,56.0,97.3,106.9,-8.92
795,2016,Golden State Warriors,73,9,.890,—,114.9,104.1,10.38
796,2016,San Antonio Spurs,67,15,.817,6.0,103.5,92.9,10.28
797,2016,Oklahoma City Thunder,55,27,.671,18.0,110.2,102.9,7.09
798,2016,Los Angeles Clippers,53,29,.646,20.0,104.5,100.2,4.13
799,2016,Portland Trail Blazers,44,38,.537,29.0,105.1,104.3,0.98
800,2016,Dallas Mavericks,42,40,.512,31.0,102.3,102.6,-0.02
801,2016,Memphis Grizzlies,42,40,.512,31.0,99.1,101.3,-2.14
802,2016,Houston Rockets,41,41,.500,32.0,106.5,106.4,0.34
803,2016,Utah Jazz,40,42,.488,33.0,97.7,95.9,1.84
804,2016,Sacramento Kings,33,49,.402,40.0,106.6,109.1,-2.32
805,2016,Denver Nuggets,33,49,.402,40.0,101.9,105.0,-2.81
806,2016,New Orleans Pelicans,30,52,.366,43.0,102.7,106.5,-3.56
807,2016,Minnesota Timberwolves,29,53,.354,44.0,102.4,106.0,-3.38
808,2016,Phoenix Suns,23,59,.280,50.0,100.9,107.5,-6.32
809,2016,Los Angeles Lakers,17,65,.207,56.0,97.3,106.9,-8.92
810,2015,Toronto Raptors,49,33,.598,—,104.0,100.9,2.45
811,2015,Boston Celtics,40,42,.488,9.0,101.4,101.2,-0.40
812,2015,Brooklyn Nets,38,44,.463,11.0,98.0,100.9,-3.13
813,2015,Philadelphia 76ers,18,64,.220,31.0,92.0,101.0,-9.04
814,2015,New York Knicks,17,65,.207,32.0,91.9,101.2,-9.50
815,2015,Cleveland Cavaliers,53,29,.646,—,103.1,98.7,4.08
816,2015,Chicago Bulls,50,32,.610,3.0,100.8,97.8,2.54
817,2015,Milwaukee Bucks,41,41,.500,12.0,97.8,97.4,-0.09
818,2015,Indiana Pacers,38,44,.463,15.0,97.3,97.0,-0.23
819,2015,Detroit Pistons,32,50,.390,21.0,98.5,99.5,-1.39
820,2015,Atlanta Hawks,60,22,.732,—,102.5,97.1,4.75
821,2015,Washington Wizards,46,36,.561,14.0,98.5,97.8,0.17
822,2015,Miami Heat,37,45,.451,23.0,94.7,97.3,-2.92
823,2015,Charlotte Hornets,33,49,.402,27.0,94.2,97.3,-3.44
824,2015,Orlando Magic,25,57,.305,35.0,95.7,101.4,-5.87
825,2015,Toronto Raptors,49,33,.598,—,104.0,100.9,2.45
826,2015,Boston Celtics,40,42,.488,9.0,101.4,101.2,-0.40
827,2015,Brooklyn Nets,38,44,.463,11.0,98.0,100.9,-3.13
828,2015,Philadelphia 76ers,18,64,.220,31.0,92.0,101.0,-9.04
829,2015,New York Knicks,17,65,.207,32.0,91.9,101.2,-9.50
830,2015,Cleveland Cavaliers,53,29,.646,—,103.1,98.7,4.08
831,2015,Chicago Bulls,50,32,.610,3.0,100.8,97.8,2.54
832,2015,Milwaukee Bucks,41,41,.500,12.0,97.8,97.4,-0.09
833,2015,Indiana Pacers,38,44,.463,15.0,97.3,97.0,-0.23
834,2015,Detroit Pistons,32,50,.390,21.0,98.5,99.5,-1.39
835,2015,Atlanta Hawks,60,22,.732,—,102.5,97.1,4.75
836,2015,Washington Wizards,46,36,.561,14.0,98.5,97.8,0.17
837,2015,Miami Heat,37,45,.451,23.0,94.7,97.3,-2.92
838,2015,Charlotte Hornets,33,49,.402,27.0,94.2,97.3,-3.44
839,2015,Orlando Magic,25,57,.305,35.0,95.7,101.4,-5.87
840,2015,Toronto Raptors,49,33,.598,—,104.0,100.9,2.45
841,2015,Boston Celtics,40,42,.488,9.0,101.4,101.2,-0.40
842,2015,Brooklyn Nets,38,44,.463,11.0,98.0,100.9,-3.13
843,2015,Philadelphia 76ers,18,64,.220,31.0,92.0,101.0,-9.04
844,2015,New York Knicks,17,65,.207,32.0,91.9,101.2,-9.50
845,2015,Cleveland Cavaliers,53,29,.646,—,103.1,98.7,4.08
846,2015,Chicago Bulls,50,32,.610,3.0,100.8,97.8,2.54
847,2015,Milwaukee Bucks,41,41,.500,12.0,97.8,97.4,-0.09
848,2015,Indiana Pacers,38,44,.463,15.0,97.3,97.0,-0.23
849,2015,Detroit Pistons,32,50,.390,21.0,98.5,99.5,-1.39
850,2015,Atlanta Hawks,60,22,.732,—,102.5,97.1,4.75
851,2015,Washington Wizards,46,36,.561,14.0,98.5,97.8,0.17
852,2015,Miami Heat,37,45,.451,23.0,94.7,97.3,-2.92
853,2015,Charlotte Hornets,33,49,.402,27.0,94.2,97.3,-3.44
854,2015,Orlando Magic,25,57,.305,35.0,95.7,101.4,-5.87
855,2015,Portland Trail Blazers,51,31,.622,—,102.8,98.6,4.41
856,2015,Oklahoma City Thunder,45,37,.549,6.0,104.0,101.8,2.47
857,2015,Utah Jazz,38,44,.463,13.0,95.1,94.9,0.71
858,2015,Denver Nuggets,30,52,.366,21.0,101.5,105.0,-3.07
859,2015,Minnesota Timberwolves,16,66,.195,35.0,97.8,106.5,-8.00
860,2015,Golden State Warriors,67,15,.817,—,110.0,99.9,10.01
861,2015,Los Angeles Clippers,56,26,.683,11.0,106.7,100.1,6.80
862,2015,Phoenix Suns,39,43,.476,28.0,102.4,103.3,-0.38
863,2015,Sacramento Kings,29,53,.354,38.0,101.3,105.0,-3.07
864,2015,Los Angeles Lakers,21,61,.256,46.0,98.5,105.3,-6.17
865,2015,Houston Rockets,56,26,.683,—,103.9,100.5,3.82
866,2015,Memphis Grizzlies,55,27,.671,1.0,98.3,95.1,3.62
867,2015,San Antonio Spurs,55,27,.671,1.0,103.2,97.0,6.34
868,2015,Dallas Mavericks,50,32,.610,6.0,105.2,102.3,3.36
869,2015,New Orleans Pelicans,45,37,.549,11.0,99.4,98.6,1.13
870,2015,Portland Trail Blazers,51,31,.622,—,102.8,98.6,4.41
871,2015,Oklahoma City Thunder,45,37,.549,6.0,104.0,101.8,2.47
872,2015,Utah Jazz,38,44,.463,13.0,95.1,94.9,0.71
873,2015,Denver Nuggets,30,52,.366,21.0,101.5,105.0,-3.07
874,2015,Minnesota Timberwolves,16,66,.195,35.0,97.8,106.5,-8.00
875,2015,Golden State Warriors,67,15,.817,—,110.0,99.9,10.01
876,2015,Los Angeles Clippers,56,26,.683,11.0,106.7,100.1,6.80
877,2015,Phoenix Suns,39,43,.476,28.0,102.4,103.3,-0.38
878,2015,Sacramento Kings,29,53,.354,38.0,101.3,105.0,-3.07
879,2015,Los Angeles Lakers,21,61,.256,46.0,98.5,105.3,-6.17
880,2015,Houston Rockets,56,26,.683,—,103.9,100.5,3.82
881,2015,Memphis Grizzlies,55,27,.671,1.0,98.3,95.1,3.62
882,2015,San Antonio Spurs,55,27,.671,1.0,103.2,97.0,6.34
883,2015,Dallas Mavericks,50,32,.610,6.0,105.2,102.3,3.36
884,2015,New Orleans Pelicans,45,37,.549,11.0,99.4,98.6,1.13
885,2015,Portland Trail Blazers,51,31,.622,—,102.8,98.6,4.41
886,2015,Oklahoma City Thunder,45,37,.549,6.0,104.0,101.8,2.47
887,2015,Utah Jazz,38,44,.463,13.0,95.1,94.9,0.71
888,2015,Denver Nuggets,30,52,.366,21.0,101.5,105.0,-3.07
889,2015,Minnesota Timberwolves,16,66,.195,35.0,97.8,106.5,-8.00
890,2015,Golden State Warriors,67,15,.817,—,110.0,99.9,10.01
891,2015,Los Angeles Clippers,56,26,.683,11.0,106.7,100.1,6.80
892,2015,Phoenix Suns,39,43,.476,28.0,102.4,103.3,-0.38
893,2015,Sacramento Kings,29,53,.354,38.0,101.3,105.0,-3.07
894,2015,Los Angeles Lakers,21,61,.256,46.0,98.5,105.3,-6.17
895,2015,Houston Rockets,56,26,.683,—,103.9,100.5,3.82
896,2015,Memphis Grizzlies,55,27,.671,1.0,98.3,95.1,3.62
897,2015,San Antonio Spurs,55,27,.671,1.0,103.2,97.0,6.34
898,2015,Dallas Mavericks,50,32,.610,6.0,105.2,102.3,3.36
899,2015,New Orleans Pelicans,45,37,.549,11.0,99.4,98.6,1.13
900,2014,Toronto Raptors,48,34,.585,—,101.3,98.0,2.55
901,2014,Brooklyn Nets,44,38,.537,4.0,98.5,99.5,-1.58
902,2014,New York Knicks,37,45,.451,11.0,98.6,99.4,-1.40
903,2014,Boston Celtics,25,57,.305,23.0,96.2,100.7,-4.97
904,2014,Philadelphia 76ers,19,63,.232,29.0,99.5,109.9,-10.66
905,2014,Indiana Pacers,56,26,.683,—,96.7,92.3,3.63
906,2014,Chicago Bulls,48,34,.585,8.0,93.7,91.8,1.20
907,2014,Cleveland Cavaliers,33,49,.402,23.0,98.2,101.5,-3.86
908,2014,Detroit Pistons,29,53,.354,27.0,101.0,104.7,-4.13
909,2014,Milwaukee Bucks,15,67,.183,41.0,95.5,103.7,-8.41
910,2014,Miami Heat,54,28,.659,—,102.2,97.4,4.15
911,2014,Washington Wizards,44,38,.537,10.0,100.7,99.4,0.48
912,2014,Charlotte Bobcats,43,39,.524,11.0,96.9,97.1,-0.89
913,2014,Atlanta Hawks,38,44,.463,16.0,101.0,101.5,-0.88
914,2014,Orlando Magic,23,59,.280,31.0,96.5,102.0,-5.88
915,2014,Toronto Raptors,48,34,.585,—,101.3,98.0,2.55
916,2014,Brooklyn Nets,44,38,.537,4.0,98.5,99.5,-1.58
917,2014,New York Knicks,37,45,.451,11.0,98.6,99.4,-1.40
918,2014,Boston Celtics,25,57,.305,23.0,96.2,100.7,-4.97
919,2014,Philadelphia 76ers,19,63,.232,29.0,99.5,109.9,-10.66
920,2014,Indiana Pacers,56,26,.683,—,96.7,92.3,3.63
921,2014,Chicago Bulls,48,34,.585,8.0,93.7,91.8,1.20
922,2014,Cleveland Cavaliers,33,49,.402,23.0,98.2,101.5,-3.86
923,2014,Detroit Pistons,29,53,.354,27.0,101.0,104.7,-4.13
924,2014,Milwaukee Bucks,15,67,.183,41.0,95.5,103.7,-8.41
925,2014,Miami Heat,54,28,.659,—,102.2,97.4,4.15
926,2014,Washington Wizards,44,38,.537,10.0,100.7,99.4,0.48
927,2014,Charlotte Bobcats,43,39,.524,11.0,96.9,97.1,-0.89
928,2014,Atlanta Hawks,38,44,.463,16.0,101.0,101.5,-0.88
929,2014,Orlando Magic,23,59,.280,31.0,96.5,102.0,-5.88
930,2014,Toronto Raptors,48,34,.585,—,101.3,98.0,2.55
931,2014,Brooklyn Nets,44,38,.537,4.0,98.5,99.5,-1.58
932,2014,New York Knicks,37,45,.451,11.0,98.6,99.4,-1.40
933,2014,Boston Celtics,25,57,.305,23.0,96.2,100.7,-4.97
934,2014,Philadelphia 76ers,19,63,.232,29.0,99.5,109.9,-10.66
935,2014,Indiana Pacers,56,26,.683,—,96.7,92.3,3.63
936,2014,Chicago Bulls,48,34,.585,8.0,93.7,91.8,1.20
937,2014,Cleveland Cavaliers,33,49,.402,23.0,98.2,101.5,-3.86
938,2014,Detroit Pistons,29,53,.354,27.0,101.0,104.7,-4.13
939,2014,Milwaukee Bucks,15,67,.183,41.0,95.5,103.7,-8.41
940,2014,Miami Heat,54,28,.659,—,102.2,97.4,4.15
941,2014,Washington Wizards,44,38,.537,10.0,100.7,99.4,0.48
942,2014,Charlotte Bobcats,43,39,.524,11.0,96.9,97.1,-0.89
943,2014,Atlanta Hawks,38,44,.463,16.0,101.0,101.5,-0.88
944,2014,Orlando Magic,23,59,.280,31.0,96.5,102.0,-5.88
945,2014,Oklahoma City Thunder,59,23,.720,—,106.2,99.8,6.66
946,2014,Portland Trail Blazers,54,28,.659,5.0,106.7,102.8,4.44
947,2014,Minnesota Timberwolves,40,42,.488,19.0,106.9,104.3,3.10
948,2014,Denver Nuggets,36,46,.439,23.0,104.4,106.5,-1.40
949,2014,Utah Jazz,25,57,.305,34.0,95.0,102.2,-6.27
950,2014,Los Angeles Clippers,57,25,.695,—,107.9,101.0,7.27
951,2014,Golden State Warriors,51,31,.622,6.0,104.3,99.5,5.15
952,2014,Phoenix Suns,48,34,.585,9.0,105.2,102.6,3.02
953,2014,Sacramento Kings,28,54,.341,29.0,100.5,103.4,-2.08
954,2014,Los Angeles Lakers,27,55,.329,30.0,103.0,109.2,-5.33
955,2014,San Antonio Spurs,62,20,.756,—,105.4,97.6,8.00
956,2014,Houston Rockets,54,28,.659,8.0,107.7,103.1,5.06
957,2014,Memphis Grizzlies,50,32,.610,12.0,96.1,94.6,2.18
958,2014,Dallas Mavericks,49,33,.598,13.0,104.8,102.4,2.91
959,2014,New Orleans Pelicans,34,48,.415,28.0,99.7,102.4,-1.98
960,2014,Oklahoma City Thunder,59,23,.720,—,106.2,99.8,6.66
961,2014,Portland Trail Blazers,54,28,.659,5.0,106.7,102.8,4.44
962,2014,Minnesota Timberwolves,40,42,.488,19.0,106.9,104.3,3.10
963,2014,Denver Nuggets,36,46,.439,23.0,104.4,106.5,-1.40
964,2014,Utah Jazz,25,57,.305,34.0,95.0,102.2,-6.27
965,2014,Los Angeles Clippers,57,25,.695,—,107.9,101.0,7.27
966,2014,Golden State Warriors,51,31,.622,6.0,104.3,99.5,5.15
967,2014,Phoenix Suns,48,34,.585,9.0,105.2,102.6,3.02
968,2014,Sacramento Kings,28,54,.341,29.0,100.5,103.4,-2.08
969,2014,Los Angeles Lakers,27,55,.329,30.0,103.0,109.2,-5.33
970,2014,San Antonio Spurs,62,20,.756,—,105.4,97.6,8.00
971,2014,Houston Rockets,54,28,.659,8.0,107.7,103.1,5.06
972,2014,Memphis Grizzlies,50,32,.610,12.0,96.1,94.6,2.18
973,2014,Dallas Mavericks,49,33,.598,13.0,104.8,102.4,2.91
974,2014,New Orleans Pelicans,34,48,.415,28.0,99.7,102.4,-1.98
975,2014,Oklahoma City Thunder,59,23,.720,—,106.2,99.8,6.66
976,2014,Portland Trail Blazers,54,28,.659,5.0,106.7,102.8,4.44
977,2014,Minnesota Timberwolves,40,42,.488,19.0,106.9,104.3,3.10
978,2014,Denver Nuggets,36,46,.439,23.0,104.4,106.5,-1.40
979,2014,Utah Jazz,25,57,.305,34.0,95.0,102.2,-6.27
980,2014,Los Angeles Clippers,57,25,.695,—,107.9,101.0,7.27
981,2014,Golden State Warriors,51,31,.622,6.0,104.3,99.5,5.15
982,2014,Phoenix Suns,48,34,.585,9.0,105.2,102.6,3.02
983,2014,Sacramento Kings,28,54,.341,29.0,100.5,103.4,-2.08
984,2014,Los Angeles Lakers,27,55,.329,30.0,103.0,109.2,-5.33
985,2014,San Antonio Spurs,62,20,.756,—,105.4,97.6,8.00
986,2014,Houston Rockets,54,28,.659,8.0,107.7,103.1,5.06
987,2014,Memphis Grizzlies,50,32,.610,12.0,96.1,94.6,2.18
988,2014,Dallas Mavericks,49,33,.598,13.0,104.8,102.4,2.91
989,2014,New Orleans Pelicans,34,48,.415,28.0,99.7,102.4,-1.98
990,2013,New York Knicks,54,28,.659,—,100.0,95.7,3.73
991,2013,Brooklyn Nets,49,33,.598,5.0,96.9,95.1,1.25
992,2013,Boston Celtics,41,40,.506,12.5,96.5,96.7,-0.62
993,2013,Philadelphia 76ers,34,48,.415,20.0,93.2,96.5,-3.51
994,2013,Toronto Raptors,34,48,.415,20.0,97.2,98.7,-1.96
995,2013,Indiana Pacers,49,32,.605,—,94.7,90.7,3.34
996,2013,Chicago Bulls,45,37,.549,4.5,93.2,92.9,-0.02
997,2013,Milwaukee Bucks,38,44,.463,11.5,98.9,100.4,-1.83
998,2013,Detroit Pistons,29,53,.354,20.5,94.9,98.8,-4.33
999,2013,Cleveland Cavaliers,24,58,.293,25.5,96.5,101.2,-4.87
1000,2013,Miami Heat,66,16,.805,—,102.9,95.0,7.03
1001,2013,Atlanta Hawks,44,38,.537,22.0,98.0,97.5,-0.08
1002,2013,Washington Wizards,29,53,.354,37.0,93.2,95.8,-2.78
1003,2013,Charlotte Bobcats,21,61,.256,45.0,93.4,102.7,-9.29
1004,2013,Orlando Magic,20,62,.244,46.0,94.1,101.1,-7.12
1005,2013,New York Knicks,54,28,.659,—,100.0,95.7,3.73
1006,2013,Brooklyn Nets,49,33,.598,5.0,96.9,95.1,1.25
1007,2013,Boston Celtics,41,40,.506,12.5,96.5,96.7,-0.62
1008,2013,Philadelphia 76ers,34,48,.415,20.0,93.2,96.5,-3.51
1009,2013,Toronto Raptors,34,48,.415,20.0,97.2,98.7,-1.96
1010,2013,Indiana Pacers,49,32,.605,—,94.7,90.7,3.34
