,Unnamed: 0,Name,All-Star Year,Age,Team,League,Position,Games Played,Games Started,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Previous Times All-Star,First Appearance
0,0,Jayson Tatum,2023,24,BOS,NBA,SF,74,74,36.9,9.8,21.1,0.466,3.2,9.3,.350,6.6,11.8,0.5579999999999999,0.5429999999999999,7.2,8.4,0.8540000000000001,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,3,False
1,1,Donovan Mitchell,2023,26,CLE,NBA,SG,68,68,35.8,10.0,20.6,0.484,3.6,9.3,.386,6.4,11.3,0.5660000000000001,0.5720000000000001,4.7,5.4,0.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,2,False
2,2,Lauri Markkanen,2023,25,UTA,NBA,PF,66,66,34.4,8.7,17.3,0.499,3.0,7.7,.391,5.6,9.6,0.585,0.586,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,0,True
3,3,Ja Morant,2023,23,MEM,NBA,PG,61,59,31.9,9.3,19.9,0.466,1.5,4.9,.307,7.8,15.0,0.519,0.504,6.1,8.1,0.748,1.0,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,1,False
4,4,Giannis Antetokounmpo,2023,28,MIL,NBA,PF,63,63,32.1,11.2,20.3,0.5529999999999999,0.7,2.7,.275,10.5,17.6,0.596,0.5720000000000001,7.9,12.3,0.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,6,False
5,5,Bam Adebayo,2023,25,MIA,NBA,C,75,75,34.6,8.0,14.9,0.54,0.0,0.2,.083,8.0,14.7,0.545,0.541,4.3,5.4,0.8059999999999999,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,1,False
6,6,Damian Lillard,2023,32,POR,NBA,PG,58,58,36.3,9.6,20.7,0.46299999999999997,4.2,11.3,.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,5,False
7,7,DeMar DeRozan,2023,33,CHI,NBA,SF,74,74,36.2,8.9,17.6,0.504,0.6,1.9,.324,8.3,15.7,0.526,0.522,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,5,False
8,8,Pascal Siakam,2023,28,TOR,NBA,PF,71,71,37.4,8.9,18.5,0.48,1.3,4.0,.324,7.6,14.5,0.523,0.515,5.2,6.7,0.774,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2,1,False
9,9,Domantas Sabonis,2023,26,SAC,NBA,C,79,79,34.6,7.3,11.9,0.615,0.4,1.1,.373,6.9,10.8,0.639,0.632,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,2,False
10,10,Shai Gilgeous-Alexander,2023,24,OKC,NBA,PG,68,68,35.5,10.4,20.3,0.51,0.9,2.5,.345,9.5,17.8,0.5329999999999999,0.531,9.8,10.9,0.905,0.9,4.0,4.8,5.5,1.6,1.0,2.8,2.8,31.4,0,True
11,11,Jrue Holiday,2023,32,MIL,NBA,PG,67,65,32.6,7.3,15.3,0.479,2.4,6.1,.384,5.0,9.1,0.542,0.556,2.3,2.6,0.8590000000000001,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,1,False
12,12,Kyrie Irving,2023,30,TOT,NBA,"PG,SG",60,60,37.4,9.9,20.1,0.494,3.1,8.3,.379,6.8,11.8,0.574,0.5720000000000001,4.1,4.6,0.905,1.0,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,7,False
13,13,Joel Embiid,2023,28,PHI,NBA,C,66,66,34.6,11.0,20.1,0.5479999999999999,1.0,3.0,.330,10.0,17.1,0.5870000000000001,0.573,10.0,11.7,0.857,1.7,8.4,10.2,4.2,1.0,1.7,3.4,3.1,33.1,4,False
14,14,Nikola Jokić,2023,27,DEN,NBA,C,69,69,33.7,9.4,14.8,0.632,0.8,2.2,.383,8.5,12.7,0.675,0.66,4.9,6.0,0.8220000000000001,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5,24.5,4,False
15,15,Luka Dončić,2023,23,DAL,NBA,PG,66,66,36.2,10.9,22.0,0.496,2.8,8.2,.342,8.1,13.8,0.588,0.56,7.8,10.5,0.742,0.8,7.8,8.6,8.0,1.4,0.5,3.6,2.5,32.4,3,False
16,16,LeBron James,2023,38,LAL,NBA,PF,55,54,35.5,11.1,22.2,0.5,2.2,6.9,.321,8.9,15.3,0.58,0.5489999999999999,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,18,False
17,17,Jaylen Brown,2023,26,BOS,NBA,SF,67,67,35.9,10.1,20.6,0.491,2.4,7.3,.335,7.7,13.4,0.5760000000000001,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,1,False
18,18,Julius Randle,2023,28,NYK,NBA,PF,77,77,35.5,8.5,18.6,0.45899999999999996,2.8,8.3,.343,5.7,10.3,0.5529999999999999,0.536,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,1,False
19,19,Paul George,2023,32,LAC,NBA,SF,56,56,34.6,8.2,17.9,0.457,2.8,7.6,.371,5.4,10.3,0.521,0.536,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,7,False
20,20,Anthony Edwards,2023,21,MIN,NBA,SG,79,79,36.0,8.9,19.5,0.45899999999999996,2.7,7.3,.369,6.3,12.2,0.513,0.528,4.0,5.3,0.7559999999999999,0.6,5.2,5.8,4.4,1.6,0.7,3.3,2.4,24.6,0,True
21,21,Tyrese Haliburton,2023,22,IND,NBA,PG,56,56,33.6,7.4,15.0,0.49,2.9,7.2,.400,4.5,7.8,0.5720000000000001,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,0,True
22,22,De'Aaron Fox,2023,25,SAC,NBA,PG,73,73,33.4,9.3,18.2,0.512,1.6,5.0,.324,7.7,13.2,0.584,0.557,4.7,6.0,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,2.4,25.0,0,True
23,23,Jaren Jackson Jr.,2023,23,MEM,NBA,C,63,63,28.4,6.6,13.0,0.506,1.6,4.5,.355,5.0,8.6,0.585,0.5670000000000001,3.8,4.9,0.7879999999999999,1.7,5.0,6.8,1.0,1.0,3.0,1.7,3.6,18.6,0,True
24,24,Stephen Curry,2022,33,GSW,NBA,PG,64,64,34.5,8.4,19.1,0.43700000000000006,4.5,11.7,.380,3.9,7.4,0.527,0.5539999999999999,4.3,4.7,0.9229999999999999,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,7,False
25,25,LeBron James,2022,37,LAL,NBA,C,56,56,37.2,11.4,21.8,0.524,2.9,8.0,.359,8.6,13.8,0.62,0.59,4.5,6.0,0.7559999999999999,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3,17,False
26,26,Giannis Antetokounmpo,2022,27,MIL,NBA,PF,67,67,32.9,10.3,18.6,0.5529999999999999,1.1,3.6,.293,9.2,15.0,0.616,0.5820000000000001,8.3,11.4,0.722,2.0,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9,5,False
27,27,DeMar DeRozan,2022,32,CHI,NBA,PF,76,76,36.1,10.2,20.2,0.504,0.7,1.9,.352,9.5,18.3,0.52,0.521,6.8,7.8,0.877,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9,4,False
28,28,Nikola Jokić,2022,26,DEN,NBA,C,74,74,33.5,10.3,17.7,0.583,1.3,3.9,.337,9.0,13.8,0.652,0.62,5.1,6.3,0.81,2.8,11.0,13.8,7.9,1.5,0.9,3.8,2.6,27.1,3,False
29,29,Luka Dončić,2022,22,DAL,NBA,PG,65,65,35.4,9.9,21.6,0.457,3.1,8.8,.353,6.8,12.8,0.528,0.529,5.6,7.5,0.7440000000000001,0.9,8.3,9.1,8.7,1.2,0.6,4.5,2.2,28.4,2,False
30,30,Darius Garland,2022,22,CLE,NBA,PG,68,68,35.7,8.0,17.3,0.462,2.6,6.7,.383,5.4,10.6,0.512,0.536,3.2,3.5,0.892,0.6,2.7,3.3,8.6,1.3,0.1,3.6,1.7,21.7,0,True
31,31,Jarrett Allen,2022,23,CLE,NBA,C,56,56,32.3,6.6,9.7,0.677,0.0,0.2,.100,6.6,9.6,0.688,0.6779999999999999,2.9,4.2,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,0,True
32,32,Fred VanVleet,2022,27,TOR,NBA,PG,65,65,37.9,6.8,16.9,0.40299999999999997,3.7,9.9,.377,3.1,7.0,0.44,0.513,3.0,3.4,0.8740000000000001,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3,0,True
33,33,Jimmy Butler,2022,32,MIA,NBA,SF,57,57,33.9,7.0,14.5,0.48,0.5,2.0,.233,6.5,12.5,0.52,0.496,6.9,8.0,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,3,False
34,34,Chris Paul,2022,36,PHO,NBA,PG,65,65,32.9,5.6,11.3,0.493,1.0,3.1,.317,4.6,8.3,0.5589999999999999,0.536,2.6,3.1,0.8370000000000001,0.3,4.0,4.4,10.8,1.9,0.3,2.4,2.1,14.7,10,False
35,35,Joel Embiid,2022,27,PHI,NBA,C,68,68,33.8,9.8,19.6,0.499,1.4,3.7,.371,8.4,15.9,0.529,0.534,9.6,11.8,0.8140000000000001,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6,3,False
36,36,Jayson Tatum,2022,23,BOS,NBA,SF,76,76,35.9,9.3,20.6,0.45299999999999996,3.0,8.6,.353,6.3,12.0,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,2,False
37,37,Trae Young,2022,23,ATL,NBA,PG,76,76,34.9,9.4,20.3,0.46,3.1,8.0,.382,6.3,12.3,0.512,0.536,6.6,7.3,0.904,0.7,3.1,3.7,9.7,0.9,0.1,4.0,1.7,28.4,1,False
38,38,Ja Morant,2022,22,MEM,NBA,PG,57,57,33.1,10.2,20.6,0.493,1.5,4.5,.344,8.6,16.2,0.534,0.53,5.5,7.3,0.7609999999999999,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,0,True
39,39,Andrew Wiggins,2022,26,GSW,NBA,SF,73,73,31.9,6.5,14.0,0.466,2.2,5.5,.393,4.4,8.5,0.513,0.5429999999999999,2.0,3.2,0.634,1.2,3.3,4.5,2.2,1.0,0.7,1.5,2.2,17.2,0,True
40,40,Devin Booker,2022,25,PHO,NBA,SG,68,68,34.5,9.7,20.9,0.466,2.7,7.0,.383,7.0,13.9,0.508,0.53,4.6,5.3,0.868,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8,1,False
41,41,Dejounte Murray,2022,25,SAS,NBA,PG,68,68,34.8,8.4,18.3,0.462,1.4,4.3,.327,7.0,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,0,True
42,42,LaMelo Ball,2022,20,CHO,NBA,PG,75,75,32.3,7.2,16.7,0.429,2.9,7.5,.389,4.2,9.2,0.462,0.517,2.8,3.2,0.872,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2,20.1,0,True
43,43,Khris Middleton,2022,30,MIL,NBA,SF,66,66,32.4,6.8,15.5,0.44299999999999995,2.5,6.6,.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,2,False
44,44,Karl-Anthony Towns,2022,26,MIN,NBA,C,74,74,33.5,8.7,16.4,0.529,2.0,4.9,.410,6.6,11.5,0.58,0.591,5.2,6.3,0.8220000000000001,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.6,2,False
45,45,Rudy Gobert,2022,29,UTA,NBA,C,66,66,32.1,5.5,7.7,0.713,0.0,0.1,.000,5.5,7.6,0.718,0.713,4.6,6.7,0.69,3.7,11.0,14.7,1.1,0.7,2.1,1.8,2.7,15.6,2,False
46,46,Zach LaVine,2022,26,CHI,NBA,SG,67,67,34.7,8.4,17.7,0.47600000000000003,2.8,7.1,.389,5.7,10.6,0.534,0.5539999999999999,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,1,False
47,47,Luka Dončić,2021,21,DAL,NBA,PG,66,66,34.3,9.8,20.5,0.479,2.9,8.3,.350,6.9,12.2,0.5670000000000001,0.55,5.2,7.1,0.73,0.8,7.2,8.0,8.6,1.0,0.5,4.3,2.3,27.7,1,False
48,48,Stephen Curry,2021,32,GSW,NBA,PG,63,63,34.2,10.4,21.7,0.48200000000000004,5.3,12.7,.421,5.1,9.0,0.569,0.605,5.7,6.3,0.9159999999999999,0.5,5.0,5.5,5.8,1.2,0.1,3.4,1.9,32.0,6,False
49,49,Giannis Antetokounmpo,2021,26,MIL,NBA,PF,61,61,33.0,10.3,18.0,0.569,1.1,3.6,.303,9.2,14.4,0.636,0.6,6.5,9.5,0.685,1.6,9.4,11.0,5.9,1.2,1.2,3.4,2.8,28.1,4,False
50,50,Nikola Jokić,2021,25,DEN,NBA,C,72,72,34.6,10.2,18.0,0.5660000000000001,1.3,3.3,.388,8.9,14.7,0.606,0.602,4.8,5.5,0.868,2.8,8.0,10.8,8.3,1.3,0.7,3.1,2.7,26.4,2,False
51,51,LeBron James,2021,36,LAL,NBA,PG,45,45,33.4,9.4,18.3,0.513,2.3,6.3,.365,7.1,12.0,0.591,0.5760000000000001,4.0,5.7,0.698,0.6,7.0,7.7,7.8,1.1,0.6,3.7,1.6,25.0,16,False
52,52,Chris Paul,2021,35,PHO,NBA,PG,70,70,31.4,6.3,12.6,0.499,1.5,3.7,.395,4.8,8.9,0.5429999999999999,0.557,2.4,2.6,0.934,0.4,4.1,4.5,8.9,1.4,0.3,2.2,2.4,16.4,9,False
53,53,Jaylen Brown,2021,24,BOS,NBA,SG,58,58,34.5,9.3,19.2,0.484,2.8,7.1,.397,6.5,12.1,0.536,0.5579999999999999,3.3,4.3,0.764,1.2,4.8,6.0,3.4,1.2,0.6,2.7,2.9,24.7,0,True
54,54,Paul George,2021,30,LAC,NBA,SF,54,54,33.7,8.2,17.6,0.467,3.2,7.7,.411,5.1,9.9,0.51,0.557,3.7,4.2,0.868,0.8,5.8,6.6,5.2,1.1,0.4,3.3,2.4,23.3,6,False
55,55,Damian Lillard,2021,30,POR,NBA,PG,67,67,35.8,9.0,19.9,0.451,4.1,10.5,.391,4.9,9.4,0.519,0.5539999999999999,6.7,7.2,0.9279999999999999,0.5,3.7,4.2,7.5,0.9,0.3,3.0,1.5,28.8,4,False
56,56,Domantas Sabonis,2021,24,IND,NBA,PF,62,62,36.0,7.8,14.6,0.535,0.8,2.6,.321,7.0,12.0,0.5820000000000001,0.564,3.9,5.3,0.732,2.4,9.5,12.0,6.7,1.2,0.5,3.4,3.3,20.3,1,False
57,57,Rudy Gobert,2021,28,UTA,NBA,C,71,71,30.8,5.5,8.2,0.675,0.0,0.1,.000,5.5,8.1,0.68,0.675,3.3,5.3,0.623,3.4,10.1,13.5,1.3,0.6,2.7,1.7,2.3,14.3,1,False
58,58,Kyrie Irving,2021,28,BRK,NBA,PG,54,54,34.9,10.2,20.1,0.506,2.8,7.0,.402,7.4,13.1,0.561,0.5760000000000001,3.7,4.0,0.922,1.0,3.8,4.8,6.0,1.4,0.7,2.4,2.6,26.9,6,False
59,59,Bradley Beal,2021,27,WAS,NBA,SG,60,60,35.8,11.2,23.0,0.485,2.2,6.2,.349,9.0,16.8,0.535,0.532,6.8,7.7,0.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.3,2,False
60,60,Kawhi Leonard,2021,29,LAC,NBA,SF,52,52,34.1,8.9,17.5,0.512,1.9,4.9,.398,7.0,12.6,0.557,0.568,5.0,5.7,0.885,1.1,5.4,6.5,5.2,1.6,0.4,2.0,1.6,24.8,4,False
61,61,Jayson Tatum,2021,22,BOS,NBA,SF,64,64,35.8,9.5,20.6,0.45899999999999996,2.9,7.6,.386,6.5,13.0,0.502,0.53,4.6,5.3,0.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.4,1,False
62,62,Zion Williamson,2021,20,NOP,NBA,PF,61,61,33.2,10.4,17.0,0.611,0.2,0.6,.294,10.2,16.4,0.622,0.616,6.0,8.7,0.698,2.7,4.5,7.2,3.7,0.9,0.6,2.7,2.2,27.0,0,True
63,63,James Harden,2021,31,TOT,NBA,PG,44,43,36.6,7.8,16.7,0.466,2.8,7.6,.362,5.0,9.1,0.5529999999999999,0.5479999999999999,6.3,7.3,0.861,0.8,7.1,7.9,10.8,1.2,0.8,4.0,2.3,24.6,8,False
64,64,Donovan Mitchell,2021,24,UTA,NBA,PG,53,53,33.4,9.0,20.6,0.43799999999999994,3.4,8.7,.386,5.7,11.9,0.47600000000000003,0.52,5.0,6.0,0.845,0.9,3.5,4.4,5.2,1.0,0.3,2.8,2.2,26.4,1,False
65,65,Zach LaVine,2021,25,CHI,NBA,SG,58,58,35.1,9.8,19.4,0.507,3.4,8.2,.419,6.4,11.1,0.5710000000000001,0.596,4.4,5.1,0.8490000000000001,0.6,4.4,5.0,4.9,0.8,0.5,3.5,2.4,27.4,0,True
66,66,Nikola Vučević,2021,30,TOT,NBA,C,70,70,33.5,9.5,19.9,0.47700000000000004,2.5,6.3,.400,7.0,13.7,0.513,0.54,1.9,2.2,0.84,2.1,9.6,11.7,3.8,0.9,0.7,1.8,2.0,23.4,1,False
67,67,Julius Randle,2021,26,NYK,NBA,PF,71,71,37.6,8.5,18.6,0.456,2.3,5.5,.411,6.2,13.1,0.474,0.516,4.9,6.0,0.8109999999999999,1.2,9.0,10.2,6.0,0.9,0.3,3.4,3.2,24.1,0,True
68,68,Mike Conley,2021,33,UTA,NBA,PG,51,51,29.4,5.6,12.5,0.444,2.7,6.6,.412,2.9,6.0,0.479,0.552,2.4,2.8,0.852,0.7,2.8,3.5,6.0,1.4,0.2,1.9,1.9,16.2,0,True
69,69,Kawhi Leonard,2020,28,LAC,NBA,SF,57,57,32.4,9.3,19.9,0.47,2.2,5.7,.378,7.2,14.2,0.506,0.524,6.2,7.1,0.8859999999999999,0.9,6.1,7.1,4.9,1.8,0.6,2.6,2.0,27.1,3,False
70,70,Anthony Davis,2020,26,LAL,NBA,PF,62,62,34.4,8.9,17.7,0.503,1.2,3.5,.330,7.7,14.2,0.546,0.536,7.2,8.5,0.846,2.3,7.0,9.3,3.2,1.5,2.3,2.5,2.5,26.1,5,False
71,71,LeBron James,2020,35,LAL,NBA,PG,67,67,34.6,9.6,19.4,0.493,2.2,6.3,.348,7.4,13.1,0.564,0.55,3.9,5.7,0.693,1.0,6.9,7.8,10.2,1.2,0.5,3.9,1.8,25.3,15,False
72,72,James Harden,2020,30,HOU,NBA,SG,68,68,36.5,9.9,22.3,0.444,4.4,12.4,.355,5.5,9.9,0.556,0.5429999999999999,10.2,11.8,0.865,1.0,5.5,6.6,7.5,1.8,0.9,4.5,3.3,34.3,7,False
73,73,Luka Dončić,2020,20,DAL,NBA,PG,61,61,33.6,9.5,20.6,0.46299999999999997,2.8,8.9,.316,6.7,11.7,0.574,0.531,7.0,9.2,0.758,1.3,8.1,9.4,8.8,1.0,0.2,4.3,2.5,28.8,0,True
74,74,Ben Simmons,2020,23,PHI,NBA,PG,57,57,35.4,6.6,11.4,0.58,0.0,0.1,.286,6.5,11.2,0.583,0.581,3.2,5.2,0.621,2.0,5.8,7.8,8.0,2.1,0.6,3.5,3.3,16.4,1,False
75,75,Russell Westbrook,2020,31,HOU,NBA,PG,57,57,35.9,10.6,22.5,0.47200000000000003,1.0,3.7,.258,9.6,18.7,0.514,0.493,5.1,6.7,0.763,1.8,6.2,7.9,7.0,1.6,0.4,4.5,3.5,27.2,8,False
76,76,Chris Paul,2020,34,OKC,NBA,PG,70,70,31.5,6.2,12.7,0.489,1.6,4.3,.365,4.6,8.3,0.5539999999999999,0.552,3.6,4.0,0.907,0.4,4.6,5.0,6.7,1.6,0.2,2.3,2.3,17.6,8,False
77,77,Devin Booker,2020,23,PHO,NBA,SG,70,70,35.9,9.0,18.3,0.489,2.0,5.7,.354,6.9,12.6,0.5489999999999999,0.544,6.7,7.3,0.919,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,26.6,0,True
78,78,Domantas Sabonis,2020,23,IND,NBA,PF,62,62,34.8,7.4,13.7,0.54,0.3,1.1,.254,7.1,12.6,0.565,0.55,3.5,4.8,0.723,3.0,9.4,12.4,5.0,0.8,0.5,2.7,3.1,18.5,0,True
79,79,Jayson Tatum,2020,21,BOS,NBA,PF,66,66,34.3,8.4,18.6,0.45,2.9,7.1,.403,5.5,11.5,0.48,0.527,3.8,4.7,0.812,1.0,6.0,7.0,3.0,1.4,0.9,2.3,2.1,23.4,0,True
80,80,Nikola Jokić,2020,24,DEN,NBA,C,73,73,32.0,7.7,14.7,0.528,1.1,3.5,.314,6.6,11.2,0.594,0.565,3.4,4.1,0.8170000000000001,2.3,7.5,9.7,7.0,1.2,0.6,3.1,3.0,19.9,1,False
81,81,Giannis Antetokounmpo,2020,25,MIL,NBA,PF,63,63,30.4,10.9,19.7,0.5529999999999999,1.4,4.7,.304,9.5,15.0,0.631,0.589,6.3,10.0,0.633,2.2,11.4,13.6,5.6,1.0,1.0,3.7,3.1,29.5,3,False
82,82,Kemba Walker,2020,29,BOS,NBA,PG,56,56,31.1,6.8,15.9,0.425,3.2,8.4,.381,3.5,7.4,0.47600000000000003,0.526,3.7,4.3,0.8640000000000001,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6,20.4,3,False
83,83,Joel Embiid,2020,25,PHI,NBA,C,51,51,29.5,7.5,15.7,0.47700000000000004,1.1,3.4,.331,6.4,12.3,0.517,0.512,6.9,8.5,0.807,2.8,8.9,11.6,3.0,0.9,1.3,3.1,3.4,23.0,2,False
84,84,Pascal Siakam,2020,25,TOR,NBA,PF,60,60,35.2,8.3,18.4,0.45299999999999996,2.2,6.1,.359,6.2,12.3,0.499,0.512,4.0,5.1,0.792,1.1,6.3,7.3,3.5,1.0,0.9,2.5,2.8,22.9,0,True
85,85,Trae Young,2020,21,ATL,NBA,PG,60,60,35.3,9.1,20.8,0.43700000000000006,3.4,9.5,.361,5.7,11.4,0.501,0.519,8.0,9.3,0.86,0.5,3.7,4.3,9.3,1.1,0.1,4.8,1.7,29.6,0,True
86,86,Kyle Lowry,2020,33,TOR,NBA,PG,58,58,36.2,5.8,13.8,0.41600000000000004,2.8,8.0,.352,2.9,5.8,0.504,0.518,5.1,5.9,0.857,0.6,4.5,5.0,7.5,1.4,0.4,3.1,3.3,19.4,5,False
