,Unnamed: 0,Name,All-Star Year,Age,Team,League,Position,Games Played,Games Started,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Previous Times All-Star,First Appearance
349,349,Kevin Garnett,2009,32,BOS,NBA,PF,57,57,31.1,6.9,13.0,0.531,0.0,0.1,.250,6.9,12.8,0.534,0.532,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2,15.8,6,False
350,350,Allen Iverson,2009,33,TOT,NBA,"PG,SG",57,53,36.7,6.1,14.6,0.41700000000000004,0.5,1.7,.283,5.6,12.9,0.435,0.434,4.8,6.1,0.7809999999999999,0.5,2.5,3.0,5.0,1.5,0.1,2.6,1.5,17.5,6,False
351,351,Joe Johnson,2009,27,ATL,NBA,SG,79,79,39.5,7.8,18.0,0.43700000000000006,1.9,5.2,.360,6.0,12.7,0.46799999999999997,0.489,3.8,4.6,0.826,0.8,3.6,4.4,5.8,1.1,0.2,2.5,2.2,21.4,2,False
352,352,Rashard Lewis,2009,29,ORL,NBA,PF,79,79,36.2,6.1,13.8,0.439,2.8,7.0,.397,3.3,6.8,0.48200000000000004,0.54,2.8,3.4,0.836,1.2,4.6,5.7,2.6,1.0,0.6,2.0,2.5,17.7,1,False
353,353,Paul Pierce,2009,31,BOS,NBA,SF,81,81,37.5,6.7,14.6,0.457,1.5,3.8,.391,5.2,10.8,0.48,0.508,5.7,6.8,0.83,0.7,5.0,5.6,3.6,1.0,0.3,2.8,2.7,20.5,6,False
354,354,Ray Allen,2009,33,BOS,NBA,SG,79,79,36.4,6.3,13.2,0.48,2.5,6.2,.409,3.8,7.0,0.542,0.575,3.0,3.2,0.9520000000000001,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0,18.2,6,False
355,355,Devin Harris,2009,25,NJN,NBA,PG,69,69,36.1,6.6,15.1,0.43799999999999994,0.9,3.2,.291,5.7,11.9,0.47700000000000004,0.469,7.2,8.8,0.82,0.4,2.9,3.3,6.9,1.7,0.2,3.1,2.4,21.3,0,True
356,356,Mo Williams,2009,26,CLE,NBA,PG,81,81,35.0,6.5,13.9,0.467,2.3,5.2,.436,4.2,8.7,0.486,0.5479999999999999,2.6,2.8,0.912,0.6,2.9,3.4,4.1,0.9,0.1,2.2,2.7,17.8,0,True
357,357,Danny Granger,2009,25,IND,NBA,SF,67,66,36.2,8.5,19.1,0.447,2.7,6.7,.404,5.8,12.3,0.47,0.518,6.0,6.9,0.878,0.7,4.4,5.1,2.7,1.0,1.4,2.5,3.1,25.8,0,True
358,358,Dwight Howard,2008,22,ORL,NBA,C,82,82,37.7,7.1,11.9,0.599,0.0,0.0,.000,7.1,11.8,0.601,0.599,6.5,10.9,0.59,3.4,10.8,14.2,1.3,0.9,2.1,3.2,3.3,20.7,1,False
359,359,LeBron James,2008,23,CLE,NBA,SF,75,74,40.4,10.6,21.9,0.484,1.5,4.8,.315,9.1,17.1,0.531,0.518,7.3,10.3,0.7120000000000001,1.8,6.1,7.9,7.2,1.8,1.1,3.4,2.2,30.0,3,False
360,360,Jason Kidd,2008,34,TOT,NBA,PG,80,80,36.3,3.8,9.9,0.385,1.5,3.9,.381,2.3,6.0,0.387,0.46,1.7,2.1,0.818,1.2,6.3,7.5,10.1,1.7,0.3,3.3,2.1,10.8,3,False
361,361,Dwyane Wade,2008,26,MIA,NBA,SG,51,49,38.3,8.6,18.4,0.469,0.4,1.5,.286,8.2,16.9,0.485,0.48,6.9,9.2,0.758,0.9,3.3,4.2,6.9,1.7,0.7,4.4,2.7,24.6,3,False
362,362,Chris Bosh,2008,23,TOR,NBA,C,67,67,36.2,7.6,15.3,0.494,0.1,0.4,.400,7.4,15.0,0.496,0.499,7.0,8.3,0.8440000000000001,2.6,6.1,8.7,2.6,0.9,1.0,2.3,2.3,22.3,2,False
363,363,Ray Allen,2008,32,BOS,NBA,SG,73,73,35.9,6.0,13.5,0.445,2.5,6.2,.398,3.5,7.3,0.485,0.537,2.9,3.2,0.907,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0,17.4,5,False
364,364,Chauncey Billups,2008,31,DET,NBA,PG,78,78,32.3,5.0,11.2,0.44799999999999995,1.8,4.4,.401,3.3,6.9,0.479,0.526,5.1,5.6,0.9179999999999999,0.5,2.2,2.7,6.8,1.3,0.2,2.1,1.7,17.0,2,False
365,365,Richard Hamilton,2008,29,DET,NBA,SG,72,72,33.7,6.9,14.3,0.484,0.9,2.0,.440,6.1,12.3,0.49200000000000005,0.515,2.6,3.1,0.833,1.0,2.2,3.3,4.2,1.0,0.1,1.8,2.4,17.3,2,False
366,366,Rasheed Wallace,2008,33,DET,NBA,C,77,76,30.5,4.9,11.3,0.43200000000000005,1.5,4.1,.356,3.4,7.2,0.47600000000000003,0.49700000000000005,1.5,1.9,0.767,1.1,5.5,6.6,1.8,1.2,1.7,1.1,2.8,12.7,1,False
367,367,Joe Johnson,2008,26,ATL,NBA,SG,82,82,40.8,7.9,18.3,0.43200000000000005,2.1,5.4,.381,5.8,12.8,0.45399999999999996,0.489,3.9,4.6,0.8340000000000001,1.0,3.5,4.5,5.8,1.0,0.2,2.7,2.0,21.7,1,False
368,368,Paul Pierce,2008,30,BOS,NBA,SF,80,80,35.9,6.4,13.7,0.46399999999999997,1.8,4.6,.392,4.6,9.2,0.499,0.529,5.1,6.1,0.843,0.7,4.5,5.1,4.5,1.3,0.5,2.8,2.5,19.6,5,False
369,369,Antawn Jamison,2008,31,WAS,NBA,PF,79,79,38.7,7.8,17.9,0.436,1.5,4.5,.339,6.3,13.5,0.46799999999999997,0.478,4.2,5.5,0.76,2.7,7.5,10.2,1.5,1.3,0.4,1.4,2.5,21.4,1,False
370,370,Tim Duncan,2008,31,SAS,NBA,C,78,78,34.0,7.5,15.1,0.49700000000000005,0.0,0.1,.000,7.5,15.1,0.498,0.49700000000000005,4.3,5.9,0.73,3.0,8.3,11.3,2.8,0.7,1.9,2.3,2.4,19.3,6,False
371,371,Carmelo Anthony,2008,23,DEN,NBA,SF,77,77,36.4,9.5,19.2,0.49200000000000005,0.8,2.1,.354,8.7,17.1,0.509,0.511,6.0,7.7,0.7859999999999999,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7,1,False
372,372,Allen Iverson,2008,32,DEN,NBA,SG,82,82,41.8,8.7,19.0,0.45799999999999996,1.2,3.4,.345,7.5,15.6,0.48200000000000004,0.488,7.9,9.7,0.809,0.6,2.4,3.0,7.1,2.0,0.1,3.0,1.3,26.4,5,False
373,373,Yao Ming,2008,27,HOU,NBA,C,55,55,37.2,7.9,15.5,0.507,0.0,0.0,.000,7.9,15.5,0.508,0.507,6.3,7.4,0.85,3.1,7.7,10.8,2.3,0.5,2.0,3.3,3.1,22.0,4,False
374,374,Kobe Bryant,2008,29,LAL,NBA,SG,82,82,38.9,9.5,20.6,0.45899999999999996,1.8,5.1,.361,7.6,15.5,0.49,0.503,7.6,9.0,0.84,1.1,5.2,6.3,5.4,1.8,0.5,3.1,2.8,28.3,6,False
375,375,Brandon Roy,2008,23,POR,NBA,SG,74,74,37.7,7.2,15.8,0.45399999999999996,1.0,2.9,.340,6.2,12.9,0.48,0.485,3.8,5.0,0.753,1.1,3.6,4.7,5.8,1.1,0.2,1.8,2.0,19.1,0,True
376,376,Chris Paul,2008,22,NOH,NBA,PG,80,80,37.6,7.9,16.1,0.488,1.2,3.1,.369,6.7,13.0,0.516,0.524,4.2,4.9,0.851,0.8,3.2,4.0,11.6,2.7,0.1,2.5,2.3,21.1,0,True
377,377,Dirk Nowitzki,2008,29,DAL,NBA,PF,77,77,36.0,8.2,17.1,0.479,1.0,2.9,.359,7.2,14.2,0.504,0.51,6.2,7.1,0.879,1.2,7.3,8.6,3.5,0.7,0.9,2.1,2.6,23.6,6,False
378,378,Amar'e Stoudemire,2008,25,PHO,NBA,C,79,79,33.9,9.0,15.3,0.59,0.1,0.4,.161,9.0,14.9,0.601,0.5920000000000001,7.0,8.7,0.805,2.3,6.8,9.1,1.5,0.8,2.1,2.2,3.7,25.2,2,False
379,379,Steve Nash,2008,33,PHO,NBA,PG,81,81,34.3,6.0,11.9,0.504,2.2,4.7,.470,3.8,7.2,0.527,0.597,2.7,3.0,0.9059999999999999,0.3,3.1,3.5,11.1,0.7,0.1,3.6,1.4,16.9,4,False
380,380,Carlos Boozer,2008,26,UTA,NBA,PF,81,81,34.9,8.8,16.0,0.547,0.0,0.0,.000,8.8,16.0,0.547,0.547,3.6,4.9,0.738,2.4,8.0,10.4,2.9,1.2,0.5,2.6,3.6,21.1,0,True
381,381,David West,2008,27,NOH,NBA,PF,76,76,37.8,8.3,17.2,0.48200000000000004,0.1,0.3,.240,8.2,16.8,0.48700000000000004,0.484,3.9,4.6,0.85,2.4,6.5,8.9,2.3,0.8,1.3,2.2,2.7,20.6,0,True
382,382,Kobe Bryant,2007,28,LAL,NBA,SG,77,77,40.8,10.6,22.8,0.46299999999999997,1.8,5.2,.344,8.8,17.6,0.49700000000000005,0.502,8.7,10.0,0.868,1.0,4.7,5.7,5.4,1.4,0.5,3.3,2.7,31.6,5,False
383,383,Tracy McGrady,2007,27,HOU,NBA,SG,71,71,35.8,9.0,20.8,0.431,1.8,5.4,.331,7.2,15.5,0.466,0.474,4.9,6.9,0.7070000000000001,0.8,4.5,5.3,6.5,1.3,0.5,3.0,1.9,24.6,5,False
384,384,Dirk Nowitzki,2007,28,DAL,NBA,PF,78,78,36.2,8.6,17.2,0.502,0.9,2.2,.416,7.7,15.0,0.515,0.529,6.4,7.1,0.904,1.6,7.3,8.9,3.4,0.7,0.8,2.1,2.2,24.6,5,False
385,385,Tim Duncan,2007,30,SAS,NBA,C,80,80,34.1,7.7,14.1,0.546,0.0,0.1,.111,7.7,14.0,0.55,0.547,4.5,7.1,0.637,2.7,7.9,10.6,3.4,0.8,2.4,2.8,2.5,20.0,5,False
386,386,Kevin Garnett,2007,30,MIN,NBA,PF,76,76,39.4,8.4,17.6,0.47600000000000003,0.2,0.7,.214,8.2,16.9,0.48700000000000004,0.48,5.5,6.6,0.835,2.4,10.4,12.8,4.1,1.2,1.7,2.7,2.4,22.4,5,False
387,387,Carmelo Anthony,2007,22,DEN,NBA,SF,65,65,38.2,10.6,22.4,0.47600000000000003,0.6,2.3,.268,10.0,20.1,0.499,0.489,7.1,8.7,0.8079999999999999,2.2,3.8,6.0,3.8,1.2,0.4,3.6,3.1,28.9,0,True
388,388,Tony Parker,2007,24,SAS,NBA,PG,77,77,32.5,7.4,14.2,0.52,0.2,0.5,.395,7.2,13.7,0.525,0.527,3.6,4.5,0.7829999999999999,0.4,2.8,3.2,5.5,1.1,0.1,2.5,1.8,18.6,1,False
389,389,Shawn Marion,2007,28,PHO,NBA,SF,80,80,37.6,7.0,13.4,0.524,1.0,3.2,.317,6.0,10.2,0.5870000000000001,0.561,2.5,3.1,0.81,2.2,7.7,9.8,1.7,2.0,1.5,1.4,2.7,17.5,3,False
390,390,Ray Allen,2007,31,SEA,NBA,SG,55,55,40.3,9.2,21.0,0.43799999999999994,3.0,8.1,.372,6.2,12.9,0.479,0.51,5.1,5.6,0.903,1.0,3.5,4.5,4.1,1.5,0.2,2.8,2.1,26.4,4,False
391,391,Amar'e Stoudemire,2007,24,PHO,NBA,C,82,78,32.8,7.4,12.9,0.575,0.0,0.0,.000,7.4,12.8,0.5770000000000001,0.575,5.6,7.1,0.7809999999999999,2.7,6.9,9.6,1.0,1.0,1.3,2.8,3.6,20.4,1,False
392,392,Josh Howard,2007,26,DAL,NBA,SF,70,69,35.1,7.0,15.4,0.45899999999999996,1.3,3.4,.385,5.7,11.9,0.48,0.501,3.5,4.2,0.8270000000000001,1.9,4.9,6.8,1.8,1.2,0.8,1.8,2.6,18.9,0,True
393,393,Mehmet Okur,2007,27,UTA,NBA,C,80,80,33.3,6.1,13.3,0.462,1.6,4.2,.384,4.5,9.1,0.498,0.523,3.7,4.8,0.765,2.0,5.2,7.2,2.0,0.5,0.5,1.6,3.2,17.6,0,True
394,394,LeBron James,2007,22,CLE,NBA,SF,78,78,40.9,9.9,20.8,0.47600000000000003,1.3,4.0,.319,8.6,16.8,0.513,0.507,6.3,9.0,0.698,1.1,5.7,6.7,6.0,1.6,0.7,3.2,2.2,27.3,2,False
395,395,Dwyane Wade,2007,25,MIA,NBA,SG,51,50,37.9,9.3,18.9,0.491,0.4,1.5,.266,8.8,17.3,0.511,0.502,8.5,10.5,0.807,1.0,3.7,4.7,7.5,2.1,1.2,4.2,2.3,27.4,2,False
396,396,Chris Bosh,2007,22,TOR,NBA,C,69,69,38.5,7.9,15.9,0.496,0.2,0.5,.343,7.7,15.3,0.501,0.502,6.7,8.6,0.785,2.7,8.0,10.7,2.5,0.6,1.3,2.6,2.4,22.6,1,False
397,397,Gilbert Arenas,2007,25,WAS,NBA,PG,74,73,39.8,8.7,20.9,0.418,2.8,7.9,.351,6.0,13.0,0.45899999999999996,0.484,8.2,9.7,0.8440000000000001,0.8,3.7,4.6,6.0,1.9,0.2,3.2,3.4,28.4,2,False
398,398,Shaquille O'Neal,2007,34,MIA,NBA,C,40,39,28.4,7.1,12.0,0.591,0.0,0.0,None,7.1,12.0,0.591,0.591,3.1,7.4,0.42200000000000004,2.4,5.0,7.4,2.0,0.2,1.4,2.4,3.5,17.3,4,False
399,399,Jermaine O'Neal,2007,28,IND,NBA,C,69,69,35.6,7.2,16.5,0.436,0.0,0.1,.000,7.2,16.4,0.439,0.436,5.0,6.5,0.767,2.2,7.4,9.6,2.4,0.7,2.6,2.9,3.4,19.4,4,False
400,400,Dwight Howard,2007,21,ORL,NBA,C,82,82,36.9,6.4,10.6,0.603,0.0,0.0,.500,6.4,10.6,0.603,0.603,4.8,8.1,0.586,3.5,8.8,12.3,1.9,0.9,1.9,3.9,3.0,17.6,0,True
401,401,Joe Johnson,2007,25,ATL,NBA,SG,57,57,41.4,9.4,20.0,0.47100000000000003,2.1,5.5,.381,7.3,14.5,0.504,0.523,4.1,5.5,0.748,0.9,3.3,4.2,4.4,1.1,0.2,3.1,2.0,25.0,0,True
402,402,Chauncey Billups,2007,30,DET,NBA,PG,70,70,36.2,5.0,11.6,0.42700000000000005,1.6,4.5,.345,3.4,7.1,0.479,0.494,5.5,6.2,0.883,0.3,3.1,3.4,7.2,1.2,0.2,2.0,2.3,17.0,1,False
403,403,Vince Carter,2007,30,NJN,NBA,SG,82,82,38.1,8.9,19.5,0.45399999999999996,1.9,5.3,.357,7.0,14.2,0.491,0.503,5.6,7.0,0.802,1.4,4.6,6.0,4.8,1.0,0.4,2.6,3.2,25.2,4,False
404,404,Caron Butler,2007,26,WAS,NBA,SF,63,63,39.3,7.2,15.5,0.46299999999999997,0.3,1.1,.250,6.9,14.3,0.48,0.47200000000000003,4.5,5.2,0.863,2.3,5.1,7.4,3.7,2.1,0.3,2.9,3.0,19.1,0,True
405,405,Richard Hamilton,2007,28,DET,NBA,SG,75,75,36.8,7.3,15.6,0.46799999999999997,0.6,1.7,.341,6.7,13.9,0.483,0.486,4.6,5.4,0.861,1.0,2.8,3.8,3.8,0.8,0.2,2.1,3.1,19.8,1,False
406,406,Dwyane Wade,2006,24,MIA,NBA,SG,75,75,38.6,9.3,18.8,0.495,0.2,1.0,.171,9.1,17.8,0.513,0.499,8.4,10.7,0.7829999999999999,1.4,4.3,5.7,6.7,1.9,0.8,3.6,2.9,27.2,1,False
407,407,LeBron James,2006,21,CLE,NBA,SF,79,79,42.5,11.1,23.1,0.48,1.6,4.8,.335,9.5,18.3,0.518,0.515,7.6,10.3,0.738,0.9,6.1,7.0,6.6,1.6,0.8,3.3,2.3,31.4,1,False
408,408,Allen Iverson,2006,30,PHI,NBA,PG,72,72,43.1,11.3,25.3,0.447,1.0,3.1,.323,10.3,22.2,0.465,0.467,9.4,11.5,0.8140000000000001,0.6,2.6,3.2,7.4,1.9,0.1,3.4,1.7,33.0,4,False
409,409,Shaquille O'Neal,2006,33,MIA,NBA,C,59,58,30.6,8.1,13.6,0.6,0.0,0.0,None,8.1,13.6,0.6,0.6,3.7,8.0,0.469,2.9,6.3,9.2,1.9,0.4,1.8,2.8,3.9,20.0,3,False
410,410,Vince Carter,2006,29,NJN,NBA,SG,79,79,36.8,8.3,19.2,0.43,1.6,4.6,.341,6.7,14.6,0.45899999999999996,0.47100000000000003,6.1,7.6,0.799,1.7,4.1,5.8,4.3,1.2,0.7,2.7,3.0,24.2,3,False
411,411,Ben Wallace,2006,31,DET,NBA,C,82,82,35.2,2.9,5.7,0.51,0.0,0.0,.000,2.9,5.6,0.514,0.51,1.5,3.6,0.41600000000000004,3.7,7.6,11.3,1.9,1.8,2.2,1.1,2.0,7.3,3,False
412,412,Rasheed Wallace,2006,31,DET,NBA,PF,80,80,34.8,5.7,13.3,0.43,1.9,5.4,.357,3.8,7.9,0.48,0.503,1.7,2.3,0.743,1.1,5.7,6.8,2.3,1.0,1.6,1.1,2.9,15.1,0,True
413,413,Chris Bosh,2006,21,TOR,NBA,C,70,70,39.3,7.8,15.5,0.505,0.0,0.2,.000,7.8,15.3,0.511,0.505,6.8,8.3,0.816,2.9,6.3,9.2,2.6,0.7,1.1,2.2,3.0,22.5,0,True
414,414,Chauncey Billups,2006,29,DET,NBA,PG,81,81,36.1,5.2,12.5,0.418,2.3,5.2,.433,3.0,7.2,0.40700000000000003,0.509,5.7,6.4,0.894,0.5,2.6,3.1,8.6,0.9,0.1,2.1,2.0,18.5,0,True
415,415,Paul Pierce,2006,28,BOS,NBA,SF,79,79,39.0,8.7,18.5,0.47100000000000003,1.4,4.0,.354,7.3,14.5,0.503,0.509,7.9,10.3,0.772,1.0,5.7,6.7,4.7,1.4,0.4,3.5,2.8,26.8,4,False
416,416,Richard Hamilton,2006,27,DET,NBA,SG,80,80,35.3,8.1,16.5,0.491,0.7,1.5,.458,7.4,15.0,0.494,0.512,3.2,3.8,0.845,1.1,2.2,3.2,3.4,0.7,0.2,2.2,2.6,20.1,0,True
417,417,Gilbert Arenas,2006,24,WAS,NBA,PG,80,80,42.3,9.3,20.9,0.447,2.5,6.8,.369,6.8,14.1,0.485,0.507,8.2,10.0,0.82,0.7,2.8,3.5,6.1,2.0,0.3,3.7,3.6,29.3,1,False
418,418,Steve Nash,2006,31,PHO,NBA,PG,79,79,35.4,6.8,13.4,0.512,1.9,4.3,.439,4.9,9.0,0.5479999999999999,0.583,3.3,3.5,0.9209999999999999,0.6,3.6,4.2,10.5,0.8,0.2,3.5,1.5,18.8,3,False
419,419,Tracy McGrady,2006,26,HOU,NBA,SF,47,47,37.1,8.7,21.5,0.406,1.6,5.0,.312,7.2,16.5,0.434,0.442,5.4,7.2,0.747,1.0,5.6,6.5,4.8,1.3,0.9,2.6,1.9,24.4,4,False
420,420,Kobe Bryant,2006,27,LAL,NBA,SG,80,80,41.0,12.2,27.2,0.45,2.3,6.5,.347,10.0,20.7,0.48200000000000004,0.491,8.7,10.2,0.85,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,4,False
421,421,Tim Duncan,2006,29,SAS,NBA,PF,80,80,34.8,7.2,14.8,0.484,0.0,0.1,.400,7.2,14.8,0.485,0.485,4.2,6.7,0.629,2.9,8.1,11.0,3.2,0.9,2.0,2.5,2.7,18.6,4,False
422,422,Yao Ming,2006,25,HOU,NBA,C,57,57,34.2,8.2,15.8,0.519,0.0,0.0,.000,8.2,15.8,0.519,0.519,5.9,6.9,0.853,2.6,7.6,10.2,1.5,0.5,1.6,2.6,3.4,22.3,3,False
423,423,Tony Parker,2006,23,SAS,NBA,PG,80,80,33.9,7.8,14.2,0.5479999999999999,0.1,0.5,.306,7.7,13.8,0.556,0.5529999999999999,3.2,4.5,0.7070000000000001,0.5,2.8,3.3,5.8,1.0,0.1,3.1,2.0,18.9,0,True
424,424,Ray Allen,2006,30,SEA,NBA,SG,78,78,38.7,8.7,19.2,0.45399999999999996,3.4,8.4,.412,5.3,10.9,0.486,0.544,4.2,4.6,0.903,0.9,3.3,4.3,3.7,1.3,0.2,2.4,1.9,25.1,3,False
425,425,Shawn Marion,2006,27,PHO,NBA,PF,81,81,40.3,8.8,16.9,0.525,1.2,3.6,.331,7.7,13.3,0.5770000000000001,0.56,3.0,3.7,0.809,3.1,8.8,11.8,1.8,2.0,1.7,1.5,2.8,21.8,2,False
426,426,Elton Brand,2006,26,LAC,NBA,PF,79,79,39.2,9.6,18.2,0.527,0.0,0.0,.333,9.6,18.1,0.527,0.527,5.6,7.2,0.775,3.0,7.0,10.0,2.6,1.0,2.5,2.2,2.9,24.7,1,False
427,427,Kevin Garnett,2006,29,MIN,NBA,PF,76,76,38.9,8.2,15.7,0.526,0.1,0.4,.267,8.1,15.3,0.532,0.529,5.2,6.4,0.81,2.8,9.9,12.7,4.1,1.4,1.4,2.4,2.7,21.8,4,False
428,428,Dirk Nowitzki,2006,27,DAL,NBA,PF,81,81,38.1,9.3,19.3,0.48,1.4,3.3,.406,7.9,16.0,0.496,0.515,6.7,7.4,0.9009999999999999,1.4,7.6,9.0,2.8,0.7,1.0,1.9,2.0,26.6,4,False
429,429,Pau Gasol,2006,25,MEM,NBA,PF,80,80,39.2,7.5,14.9,0.503,0.0,0.2,.250,7.5,14.8,0.505,0.504,5.3,7.7,0.6890000000000001,2.4,6.5,8.9,4.6,0.6,1.9,2.9,2.3,20.4,0,True
430,430,Allen Iverson,2005,29,PHI,NBA,PG,75,75,42.3,10.3,24.2,0.424,1.4,4.5,.308,8.9,19.7,0.451,0.45299999999999996,8.7,10.5,0.835,0.7,3.3,4.0,7.9,2.4,0.1,4.6,1.9,30.7,3,False
431,431,LeBron James,2005,20,CLE,NBA,SF,80,80,42.4,9.9,21.1,0.47200000000000003,1.4,3.9,.351,8.6,17.2,0.499,0.504,6.0,8.0,0.75,1.4,6.0,7.4,7.2,2.2,0.7,3.3,1.8,27.2,0,True
432,432,Shaquille O'Neal,2005,32,MIA,NBA,C,73,73,34.1,9.0,15.0,0.601,0.0,0.0,None,9.0,15.0,0.601,0.601,4.8,10.5,0.461,3.5,6.9,10.4,2.7,0.5,2.3,2.8,3.6,22.9,2,False
433,433,Vince Carter,2005,28,TOT,NBA,"SF,SG",77,76,36.7,9.0,20.0,0.452,1.6,4.1,.406,7.4,15.9,0.46299999999999997,0.493,4.8,6.0,0.7979999999999999,1.4,3.8,5.2,4.2,1.4,0.6,2.2,3.2,24.5,2,False
434,434,Grant Hill,2005,32,ORL,NBA,SF,67,67,34.9,7.7,15.1,0.509,0.0,0.2,.231,7.7,15.0,0.513,0.511,4.2,5.1,0.821,1.1,3.6,4.7,3.3,1.4,0.4,2.4,2.1,19.7,0,True
435,435,Dwyane Wade,2005,23,MIA,NBA,SG,77,77,38.6,8.2,17.1,0.478,0.2,0.6,.289,8.0,16.5,0.485,0.483,7.5,9.9,0.762,1.4,3.7,5.2,6.8,1.6,1.1,4.2,3.0,24.1,0,True
436,436,Jermaine O'Neal,2005,26,IND,NBA,PF,44,41,34.8,8.8,19.4,0.452,0.0,0.1,.167,8.8,19.3,0.45399999999999996,0.45299999999999996,6.7,8.9,0.754,1.9,6.9,8.8,1.9,0.6,2.0,3.0,3.9,24.3,3,False
