,Unnamed: 0,Name,All-Star Year,Age,Team,League,Position,Games Played,Games Started,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Previous Times All-Star,First Appearance
437,437,Zydrunas Ilgauskas,2005,29,CLE,NBA,C,78,78,33.5,5.9,12.6,0.46799999999999997,0.0,0.1,.286,5.8,12.5,0.469,0.469,5.2,6.4,0.799,3.8,4.8,8.6,1.3,0.7,2.1,2.4,4.0,16.9,1,False
438,438,Paul Pierce,2005,27,BOS,NBA,SF,82,82,36.1,6.8,14.9,0.455,1.3,3.6,.370,5.5,11.4,0.48100000000000004,0.499,6.7,8.1,0.8220000000000001,1.0,5.6,6.6,4.2,1.6,0.5,2.8,3.1,21.6,3,False
439,439,Gilbert Arenas,2005,23,WAS,NBA,PG,80,80,40.9,8.2,19.0,0.431,2.6,7.0,.365,5.6,12.0,0.469,0.498,6.5,8.0,0.8140000000000001,1.0,3.7,4.7,5.1,1.7,0.3,3.0,3.1,25.5,0,True
440,440,Ben Wallace,2005,30,DET,NBA,C,74,74,36.1,4.0,8.8,0.45299999999999996,0.0,0.1,.111,4.0,8.7,0.45799999999999996,0.45399999999999996,1.8,4.1,0.428,3.9,8.2,12.2,1.7,1.4,2.4,1.1,2.1,9.7,2,False
441,441,Antawn Jamison,2005,28,WAS,NBA,PF,68,68,38.3,7.6,17.5,0.43700000000000006,1.0,3.1,.341,6.6,14.4,0.457,0.466,3.3,4.4,0.76,2.4,5.3,7.6,2.3,0.8,0.2,1.7,2.2,19.6,0,True
442,442,Kobe Bryant,2005,26,LAL,NBA,SG,66,66,40.7,8.7,20.1,0.433,2.0,5.9,.339,6.7,14.2,0.47200000000000003,0.48200000000000004,8.2,10.1,0.816,1.4,4.5,5.9,6.0,1.3,0.8,4.1,2.6,27.6,3,False
443,443,Tracy McGrady,2005,25,HOU,NBA,SF,78,78,40.8,9.2,21.3,0.431,1.8,5.6,.326,7.3,15.7,0.46799999999999997,0.473,5.5,7.1,0.774,0.9,5.3,6.2,5.7,1.7,0.7,2.6,2.1,25.7,3,False
444,444,Yao Ming,2005,24,HOU,NBA,C,80,80,30.6,6.7,12.2,0.552,0.0,0.0,None,6.7,12.2,0.552,0.552,4.9,6.2,0.7829999999999999,2.6,5.8,8.4,0.8,0.4,2.0,2.5,3.7,18.3,2,False
445,445,Tim Duncan,2005,28,SAS,NBA,PF,66,66,33.4,7.8,15.8,0.496,0.0,0.1,.333,7.8,15.7,0.498,0.498,4.6,6.9,0.67,3.1,8.0,11.1,2.7,0.7,2.6,1.9,2.2,20.3,3,False
446,446,Kevin Garnett,2005,28,MIN,NBA,PF,82,82,38.1,8.3,16.6,0.502,0.1,0.3,.240,8.3,16.3,0.507,0.504,5.4,6.7,0.8109999999999999,3.0,10.5,13.5,5.7,1.5,1.4,2.7,2.5,22.2,3,False
447,447,Ray Allen,2005,29,SEA,NBA,SG,78,78,39.3,8.2,19.2,0.428,2.7,7.1,.376,5.5,12.0,0.45899999999999996,0.498,4.8,5.5,0.883,1.0,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9,2,False
448,448,Manu Ginóbili,2005,27,SAS,NBA,SG,74,74,29.6,5.0,10.5,0.47100000000000003,1.3,3.5,.376,3.6,7.1,0.517,0.5329999999999999,4.8,6.0,0.8029999999999999,1.0,3.4,4.4,3.9,1.6,0.4,2.3,2.6,16.0,0,True
449,449,Dirk Nowitzki,2005,26,DAL,NBA,PF,78,78,38.7,8.5,18.5,0.45899999999999996,1.2,2.9,.399,7.3,15.6,0.47,0.49,7.9,9.1,0.8690000000000001,1.2,8.5,9.7,3.1,1.2,1.5,2.3,2.8,26.1,3,False
450,450,Amar'e Stoudemire,2005,22,PHO,NBA,C,80,80,36.1,9.3,16.7,0.5589999999999999,0.0,0.2,.188,9.3,16.5,0.564,0.56,7.3,9.9,0.733,2.7,6.2,8.9,1.6,1.0,1.6,2.4,3.5,26.0,0,True
451,451,Steve Nash,2005,30,PHO,NBA,PG,75,75,34.3,5.7,11.4,0.502,1.3,2.9,.431,4.5,8.5,0.526,0.557,2.8,3.2,0.887,0.8,2.6,3.3,11.5,1.0,0.1,3.3,1.8,15.5,2,False
452,452,Shawn Marion,2005,26,PHO,NBA,PF,81,81,38.8,7.6,15.9,0.47600000000000003,1.4,4.2,.334,6.2,11.7,0.526,0.52,2.8,3.4,0.833,2.9,8.4,11.3,1.9,2.0,1.5,1.5,2.5,19.4,1,False
453,453,Rashard Lewis,2005,25,SEA,NBA,SF,71,71,38.0,7.5,16.2,0.462,2.4,6.1,.400,5.1,10.1,0.499,0.537,3.1,4.0,0.777,1.5,3.9,5.5,1.3,1.1,0.9,1.7,2.2,20.5,0,True
454,454,Kobe Bryant,2004,25,LAL,NBA,SG,65,64,37.6,7.9,18.1,0.43799999999999994,1.1,3.3,.327,6.8,14.8,0.46299999999999997,0.46799999999999997,7.0,8.2,0.852,1.6,3.9,5.5,5.1,1.7,0.4,2.6,2.7,24.0,2,False
455,455,Kevin Garnett,2004,27,MIN,NBA,PF,82,82,39.4,9.8,19.6,0.499,0.1,0.5,.256,9.7,19.1,0.506,0.502,4.5,5.7,0.7909999999999999,3.0,10.9,13.9,5.0,1.5,2.2,2.6,2.5,24.2,2,False
456,456,Tim Duncan,2004,27,SAS,NBA,PF,69,68,36.6,8.6,17.1,0.501,0.0,0.2,.167,8.6,16.9,0.505,0.502,5.1,8.5,0.599,3.3,9.2,12.4,3.1,0.9,2.7,2.7,2.4,22.3,2,False
457,457,Steve Francis,2004,26,HOU,NBA,PG,79,79,40.4,5.7,14.1,0.40299999999999997,0.9,3.2,.292,4.8,11.0,0.435,0.436,4.3,5.5,0.775,1.5,4.0,5.5,6.2,1.8,0.4,3.7,3.3,16.6,2,False
458,458,Yao Ming,2004,23,HOU,NBA,C,82,82,32.8,6.5,12.5,0.522,0.0,0.0,.000,6.5,12.5,0.523,0.522,4.4,5.4,0.809,2.4,6.6,9.0,1.5,0.3,1.9,2.5,3.3,17.5,1,False
459,459,Ray Allen,2004,28,SEA,NBA,SG,56,56,38.4,8.0,18.2,0.44,2.6,6.8,.392,5.3,11.4,0.46799999999999997,0.512,4.4,4.8,0.904,1.2,3.9,5.1,4.8,1.3,0.2,2.8,2.4,23.0,1,False
460,460,Shaquille O'Neal,2004,31,LAL,NBA,C,67,67,36.8,8.3,14.1,0.584,0.0,0.0,None,8.3,14.1,0.584,0.584,4.9,10.1,0.49,3.7,7.8,11.5,2.9,0.5,2.5,2.9,3.4,21.5,1,False
461,461,Sam Cassell,2004,34,MIN,NBA,PG,81,81,35.0,7.7,15.7,0.488,0.9,2.3,.398,6.7,13.4,0.504,0.517,3.6,4.1,0.873,0.5,2.8,3.3,7.3,1.3,0.2,2.7,3.0,19.8,0,True
462,462,Peja Stojaković,2004,26,SAC,NBA,SF,81,81,40.3,8.2,17.1,0.48,3.0,6.8,.433,5.2,10.3,0.511,0.5660000000000001,4.9,5.2,0.927,1.1,5.1,6.3,2.1,1.3,0.2,1.9,2.0,24.2,2,False
463,463,Dirk Nowitzki,2004,25,DAL,NBA,C,77,77,37.9,7.9,17.0,0.462,1.3,3.8,.341,6.6,13.2,0.496,0.5,4.8,5.5,0.877,1.2,7.5,8.7,2.7,1.2,1.4,1.8,2.8,21.8,2,False
464,464,Andrei Kirilenko,2004,22,UTA,NBA,PF,78,78,37.1,5.3,11.9,0.44299999999999995,0.9,2.6,.338,4.4,9.4,0.47100000000000003,0.479,5.0,6.4,0.79,2.9,5.2,8.1,3.1,1.9,2.8,2.8,2.2,16.5,0,True
465,465,Brad Miller,2004,27,SAC,NBA,PF,72,53,36.4,5.2,10.2,0.51,0.2,0.5,.316,5.0,9.6,0.521,0.518,3.6,4.6,0.778,2.7,7.7,10.3,4.3,0.9,1.2,2.0,3.4,14.1,1,False
466,466,Jermaine O'Neal,2004,25,IND,NBA,PF,78,78,35.7,7.8,17.9,0.434,0.0,0.2,.111,7.8,17.7,0.43799999999999994,0.435,4.5,5.9,0.757,2.5,7.5,10.0,2.1,0.8,2.6,2.3,3.2,20.1,2,False
467,467,Allen Iverson,2004,28,PHI,NBA,SG,48,47,42.5,9.1,23.4,0.387,1.2,4.1,.286,7.9,19.3,0.408,0.41200000000000003,7.1,9.5,0.745,0.7,3.0,3.7,6.8,2.4,0.1,4.4,1.8,26.4,2,False
468,468,Ben Wallace,2004,29,DET,NBA,C,81,81,37.7,3.9,9.2,0.42100000000000004,0.0,0.1,.125,3.9,9.1,0.424,0.42200000000000004,1.8,3.6,0.49,4.0,8.4,12.4,1.7,1.8,3.0,1.5,2.0,9.5,1,False
469,469,Tracy McGrady,2004,24,ORL,NBA,SG,67,67,39.9,9.7,23.4,0.41700000000000004,2.6,7.7,.339,7.1,15.7,0.455,0.473,5.9,7.5,0.7959999999999999,1.4,4.6,6.0,5.5,1.4,0.6,2.7,1.9,28.0,2,False
470,470,Vince Carter,2004,27,TOR,NBA,SG,73,73,38.2,8.3,20.0,0.41700000000000004,1.3,3.3,.383,7.1,16.6,0.424,0.449,4.6,5.7,0.8059999999999999,1.3,3.5,4.8,4.8,1.2,0.9,3.1,2.9,22.5,1,False
471,471,Kenyon Martin,2004,26,NJN,NBA,PF,65,62,34.6,6.8,13.8,0.488,0.1,0.4,.280,6.6,13.5,0.494,0.49200000000000005,3.1,4.5,0.684,2.0,7.4,9.5,2.5,1.5,1.3,2.6,3.5,16.7,0,True
472,472,Jason Kidd,2004,30,NJN,NBA,PG,67,66,36.6,5.5,14.3,0.384,1.4,4.4,.321,4.1,9.9,0.41100000000000003,0.433,3.1,3.7,0.8270000000000001,1.3,5.1,6.4,9.2,1.8,0.2,3.2,1.6,15.5,2,False
473,473,Jamaal Magloire,2004,25,NOH,NBA,C,82,82,33.9,4.7,9.9,0.473,0.0,0.0,.000,4.7,9.9,0.474,0.473,4.3,5.7,0.7509999999999999,3.3,7.1,10.3,1.0,0.5,1.2,2.5,3.4,13.6,0,True
474,474,Metta World Peace,2004,24,IND,NBA,SF,73,71,37.2,6.4,15.2,0.42100000000000004,1.0,3.3,.310,5.4,11.9,0.452,0.455,4.4,6.0,0.733,1.4,3.9,5.3,3.7,2.1,0.7,2.8,2.7,18.3,0,True
475,475,Baron Davis,2004,24,NOH,NBA,PG,67,66,40.1,8.3,20.9,0.395,2.8,8.7,.321,5.5,12.2,0.44799999999999995,0.462,3.5,5.3,0.6729999999999999,1.0,3.3,4.3,7.5,2.4,0.4,3.2,2.7,22.9,1,False
476,476,Michael Redd,2004,24,MIL,NBA,SG,82,82,36.8,7.7,17.5,0.44,1.5,4.4,.350,6.2,13.1,0.47,0.484,4.7,5.4,0.868,1.4,3.5,5.0,2.3,1.0,0.1,1.4,1.9,21.7,0,True
477,477,Paul Pierce,2004,26,BOS,NBA,SG,80,80,38.7,7.5,18.7,0.402,1.4,4.8,.299,6.1,13.9,0.43799999999999994,0.441,6.5,7.9,0.8190000000000001,0.9,5.7,6.5,5.1,1.6,0.7,3.8,2.9,23.0,2,False
478,478,Kevin Garnett,2003,26,MIN,NBA,PF,82,82,40.5,9.1,18.1,0.502,0.2,0.9,.282,8.8,17.2,0.513,0.508,4.6,6.1,0.7509999999999999,3.0,10.5,13.4,6.0,1.4,1.6,2.8,2.4,23.0,1,False
479,479,Tim Duncan,2003,26,SAS,NBA,PF,81,81,39.3,8.8,17.2,0.513,0.1,0.3,.273,8.7,16.9,0.517,0.515,5.6,7.8,0.71,3.2,9.7,12.9,3.9,0.7,2.9,3.1,2.9,23.3,1,False
480,480,Kobe Bryant,2003,24,LAL,NBA,SG,82,82,41.5,10.6,23.5,0.451,1.5,4.0,.383,9.1,19.5,0.465,0.483,7.3,8.7,0.843,1.3,5.6,6.9,5.9,2.2,0.8,3.5,2.7,30.0,1,False
481,481,Steve Francis,2003,25,HOU,NBA,PG,81,81,41.0,7.0,16.2,0.435,1.0,3.0,.354,6.0,13.2,0.45299999999999996,0.46799999999999997,5.9,7.3,0.8,2.0,4.2,6.2,6.2,1.7,0.5,3.7,3.1,21.0,1,False
482,482,Yao Ming,2003,22,HOU,NBA,C,82,72,29.0,4.9,9.8,0.498,0.0,0.0,.500,4.9,9.8,0.498,0.499,3.7,4.5,0.8109999999999999,2.4,5.8,8.2,1.7,0.4,1.8,2.1,2.8,13.5,0,True
483,483,Shaquille O'Neal,2003,30,LAL,NBA,C,67,66,37.8,10.4,18.1,0.574,0.0,0.0,None,10.4,18.1,0.574,0.574,6.7,10.8,0.622,3.9,7.2,11.1,3.1,0.6,2.4,2.9,3.4,27.5,0,True
484,484,Shawn Marion,2003,24,PHO,NBA,SF,81,81,41.6,8.2,18.1,0.452,1.7,4.5,.387,6.4,13.6,0.473,0.5,3.1,3.6,0.851,2.5,7.1,9.5,2.4,2.3,1.2,1.9,2.6,21.2,0,True
485,485,Dirk Nowitzki,2003,24,DAL,NBA,PF,80,80,39.0,8.6,18.6,0.46299999999999997,1.9,4.9,.379,6.8,13.7,0.493,0.513,6.0,6.9,0.8809999999999999,1.0,8.9,9.9,3.0,1.4,1.0,1.9,2.6,25.1,1,False
486,486,Steve Nash,2003,28,DAL,NBA,PG,82,82,33.1,6.3,13.6,0.465,1.4,3.3,.413,5.0,10.3,0.48200000000000004,0.515,3.8,4.1,0.909,0.8,2.1,2.9,7.3,1.0,0.1,2.3,1.6,17.7,1,False
487,487,Gary Payton,2003,34,TOT,NBA,PG,80,80,40.1,8.3,18.3,0.45399999999999996,0.7,2.3,.297,7.6,16.1,0.47600000000000003,0.47200000000000003,3.1,4.4,0.71,1.0,3.2,4.2,8.3,1.7,0.3,2.3,2.3,20.4,1,False
488,488,Stephon Marbury,2003,25,PHO,NBA,PG,81,81,40.0,8.3,18.9,0.439,1.1,3.7,.301,7.2,15.2,0.47200000000000003,0.46799999999999997,4.6,5.8,0.8029999999999999,0.7,2.6,3.2,8.1,1.3,0.2,3.2,2.5,22.3,0,True
489,489,Peja Stojaković,2003,25,SAC,NBA,SF,72,72,34.0,6.9,14.4,0.48100000000000004,2.2,5.6,.382,4.8,8.7,0.545,0.556,3.2,3.7,0.875,0.8,4.7,5.5,2.0,1.0,0.1,1.4,2.0,19.2,1,False
490,490,Allen Iverson,2003,27,PHI,NBA,SG,82,82,42.5,9.8,23.7,0.414,1.0,3.7,.277,8.8,20.0,0.44,0.436,7.0,9.0,0.774,0.8,3.4,4.2,5.5,2.7,0.2,3.5,1.8,27.6,1,False
491,491,Tracy McGrady,2003,23,ORL,NBA,SG,75,74,39.4,11.1,24.2,0.457,2.3,6.0,.386,8.7,18.2,0.48100000000000004,0.505,7.7,9.7,0.7929999999999999,1.6,4.9,6.5,5.5,1.7,0.8,2.6,2.1,32.1,1,False
492,492,Michael Jordan,2003,39,WAS,NBA,SF,82,67,37.0,8.3,18.6,0.445,0.2,0.7,.291,8.1,18.0,0.45,0.45,3.2,4.0,0.821,0.9,5.2,6.1,3.8,1.5,0.5,2.1,2.1,20.0,1,False
493,493,Jermaine O'Neal,2003,24,IND,NBA,PF,77,76,37.2,7.9,16.4,0.484,0.1,0.3,.333,7.8,16.1,0.48700000000000004,0.48700000000000004,4.8,6.6,0.731,2.6,7.7,10.3,2.0,0.9,2.3,2.3,3.6,20.8,1,False
494,494,Ben Wallace,2003,28,DET,NBA,C,73,73,39.4,2.9,6.0,0.48100000000000004,0.0,0.1,.167,2.9,5.9,0.485,0.48200000000000004,1.2,2.6,0.45,4.0,11.4,15.4,1.6,1.4,3.2,1.2,2.5,6.9,0,True
495,495,Jason Kidd,2003,29,NJN,NBA,PG,80,80,37.4,6.4,15.6,0.414,1.6,4.6,.341,4.9,10.9,0.445,0.465,4.2,5.0,0.841,1.4,4.9,6.3,8.9,2.2,0.3,3.7,1.6,18.7,1,False
496,496,Vince Carter,2003,26,TOR,NBA,SG,43,42,34.2,8.3,17.7,0.467,1.0,3.0,.344,7.2,14.6,0.493,0.49700000000000005,3.0,3.7,0.8059999999999999,1.4,3.0,4.4,3.3,1.1,1.0,1.7,2.8,20.6,0,True
497,497,Paul Pierce,2003,25,BOS,NBA,SG,79,79,39.2,8.4,20.2,0.41600000000000004,1.5,4.9,.302,6.9,15.2,0.45399999999999996,0.45399999999999996,7.6,9.5,0.802,1.3,6.0,7.3,4.4,1.8,0.8,3.6,2.9,25.9,1,False
498,498,Brad Miller,2003,26,IND,NBA,C,73,72,31.1,4.5,9.1,0.493,0.1,0.2,.313,4.4,8.9,0.498,0.49700000000000005,4.0,4.9,0.818,2.5,5.7,8.3,2.6,0.9,0.6,1.6,2.8,13.1,0,True
499,499,Jamal Mashburn,2003,30,NOH,NBA,SF,82,81,40.5,8.2,19.3,0.42200000000000004,1.5,3.7,.389,6.7,15.6,0.43,0.46,3.8,4.5,0.848,0.8,5.3,6.1,5.6,1.0,0.2,2.8,2.4,21.6,0,True
500,500,Antoine Walker,2003,26,BOS,NBA,PF,78,78,41.5,7.7,19.9,0.38799999999999996,2.4,7.5,.323,5.3,12.5,0.42700000000000005,0.449,2.3,3.7,0.615,1.3,5.9,7.2,4.8,1.5,0.4,3.3,2.8,20.1,1,False
501,501,Zydrunas Ilgauskas,2003,27,CLE,NBA,C,81,81,30.0,6.1,13.9,0.441,0.0,0.1,.000,6.1,13.8,0.44299999999999995,0.441,4.9,6.3,0.7809999999999999,3.0,4.6,7.5,1.6,0.7,1.9,2.6,3.4,17.2,0,True
502,502,Kobe Bryant,2002,23,LAL,NBA,SG,80,80,38.3,9.4,20.0,0.469,0.4,1.7,.250,9.0,18.3,0.489,0.479,6.1,7.4,0.8290000000000001,1.4,4.1,5.5,5.5,1.5,0.4,2.8,2.9,25.2,0,True
503,503,Tim Duncan,2002,25,SAS,NBA,PF,82,82,40.6,9.3,18.3,0.508,0.0,0.1,.100,9.3,18.2,0.511,0.508,6.8,8.5,0.799,3.3,9.4,12.7,3.7,0.7,2.5,3.2,2.6,25.5,0,True
504,504,Kevin Garnett,2002,25,MIN,NBA,PF,81,81,39.2,8.1,17.3,0.47,0.5,1.4,.319,7.7,15.9,0.484,0.484,4.4,5.5,0.8009999999999999,3.0,9.1,12.1,5.2,1.2,1.6,2.8,2.3,21.2,0,True
505,505,Chris Webber,2002,28,SAC,NBA,PF,54,54,38.4,9.9,19.9,0.495,0.1,0.4,.263,9.8,19.6,0.499,0.49700000000000005,4.7,6.3,0.7490000000000001,2.8,7.3,10.1,4.8,1.7,1.4,2.9,3.4,24.5,0,True
506,506,Steve Francis,2002,24,HOU,NBA,PG,57,56,41.1,7.4,17.7,0.41700000000000004,1.2,3.7,.324,6.2,14.0,0.442,0.451,5.7,7.4,0.773,1.8,5.2,7.0,6.4,1.2,0.4,3.9,3.0,21.6,0,True
507,507,Dirk Nowitzki,2002,23,DAL,NBA,C,76,76,38.0,7.9,16.6,0.47700000000000004,1.8,4.6,.397,6.1,11.9,0.508,0.532,5.8,6.8,0.853,1.6,8.4,9.9,2.4,1.1,1.0,1.9,2.9,23.4,0,True
508,508,Steve Nash,2002,27,DAL,NBA,PG,82,82,34.6,6.4,13.3,0.483,1.9,4.2,.455,4.5,9.1,0.495,0.5539999999999999,3.2,3.6,0.887,0.6,2.5,3.1,7.7,0.6,0.0,2.8,2.0,17.9,0,True
509,509,Gary Payton,2002,33,SEA,NBA,PG,82,82,40.3,9.0,19.2,0.467,0.9,2.9,.314,8.1,16.4,0.494,0.49,3.3,4.1,0.797,1.0,3.9,4.8,9.0,1.6,0.3,2.5,2.2,22.1,0,True
510,510,Elton Brand,2002,22,LAC,NBA,PF,80,80,37.8,6.7,12.6,0.527,0.0,0.0,None,6.7,12.6,0.527,0.527,4.9,6.6,0.742,5.0,6.6,11.6,2.4,1.0,2.0,2.2,3.2,18.2,0,True
511,511,Peja Stojaković,2002,24,SAC,NBA,SF,71,71,37.3,7.7,15.9,0.484,1.8,4.4,.416,5.9,11.5,0.51,0.541,4.0,4.5,0.8759999999999999,1.0,4.2,5.3,2.5,1.1,0.2,2.0,1.7,21.2,0,True
512,512,Wally Szczerbiak,2002,24,MIN,NBA,SF,82,82,38.0,7.4,14.6,0.508,1.1,2.3,.455,6.4,12.3,0.517,0.544,2.8,3.3,0.831,1.5,3.3,4.8,3.1,0.8,0.3,2.2,2.3,18.7,0,True
513,513,Allen Iverson,2002,26,PHI,NBA,SG,60,59,43.7,11.1,27.8,0.39799999999999996,1.3,4.5,.291,9.8,23.4,0.419,0.42200000000000004,7.9,9.8,0.812,0.7,3.8,4.5,5.5,2.8,0.2,4.0,1.7,31.4,0,True
514,514,Michael Jordan,2002,38,WAS,NBA,SF,60,53,34.9,9.2,22.1,0.41600000000000004,0.2,0.9,.189,9.0,21.2,0.426,0.42,4.4,5.6,0.79,0.8,4.8,5.7,5.2,1.4,0.4,2.7,2.0,22.9,0,True
515,515,Dikembe Mutombo,2002,35,PHI,NBA,C,80,80,36.3,4.0,8.0,0.501,0.0,0.0,None,4.0,8.0,0.501,0.501,3.5,4.6,0.764,3.2,7.6,10.8,1.0,0.4,2.4,2.0,3.0,11.5,0,True
516,516,Jason Kidd,2002,28,NJN,NBA,PG,82,82,37.3,5.4,13.9,0.391,1.4,4.4,.321,4.0,9.4,0.424,0.442,2.5,3.0,0.8140000000000001,1.6,5.7,7.3,9.9,2.1,0.2,3.5,1.7,14.7,0,True
517,517,Antoine Walker,2002,25,BOS,NBA,PF,81,81,42.0,8.2,20.9,0.39399999999999996,2.7,8.0,.344,5.5,12.9,0.425,0.46,3.0,4.0,0.741,1.9,7.0,8.8,5.0,1.5,0.5,3.1,2.9,22.1,0,True
518,518,Ray Allen,2002,26,MIL,NBA,SG,69,67,36.6,7.7,16.6,0.462,3.3,7.7,.434,4.4,9.0,0.485,0.561,3.1,3.6,0.873,1.2,3.3,4.5,3.9,1.3,0.3,2.3,2.3,21.8,0,True
519,519,Tracy McGrady,2002,22,ORL,NBA,SG,76,76,38.3,9.4,20.9,0.451,1.4,3.7,.364,8.1,17.1,0.47,0.483,5.5,7.3,0.748,2.0,5.9,7.9,5.3,1.6,1.0,2.5,1.8,25.6,0,True
520,520,Paul Pierce,2002,24,BOS,NBA,SG,82,82,40.3,8.6,19.5,0.442,2.6,6.3,.404,6.1,13.1,0.461,0.508,6.3,7.8,0.809,1.0,5.9,6.9,3.2,1.9,1.0,2.9,2.9,26.1,0,True
521,521,Shareef Abdur-Rahim,2002,25,ATL,NBA,PF,77,77,38.7,7.8,16.8,0.461,0.3,0.9,.300,7.5,15.9,0.47,0.469,5.4,6.8,0.8009999999999999,2.6,6.5,9.0,3.1,1.3,1.1,3.2,2.8,21.2,0,True
522,522,Jermaine O'Neal,2002,23,IND,NBA,PF,72,72,37.6,7.5,15.7,0.479,0.0,0.2,.071,7.5,15.5,0.484,0.48,3.9,5.7,0.688,2.6,7.9,10.5,1.6,0.6,2.3,2.4,3.7,19.0,0,True
523,523,Alonzo Mourning,2002,31,MIA,NBA,C,75,74,32.7,6.0,11.5,0.516,0.0,0.0,.333,5.9,11.5,0.517,0.517,3.8,5.7,0.657,2.4,6.0,8.4,1.2,0.4,2.5,2.4,3.4,15.7,0,True
524,524,Baron Davis,2002,22,CHH,NBA,PG,82,82,40.5,6.8,16.4,0.41700000000000004,2.1,5.8,.356,4.7,10.5,0.451,0.48,2.4,4.1,0.58,1.1,3.1,4.3,8.5,2.1,0.6,3.0,2.9,18.1,0,True
